Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69),C3H5(31)
7.081181734548407e-05,0.14527215903853455,0.0,0.0,0.0,0.0,0.7051604189867183,0.00040604923428430784,0.0002883013679526144,0.014765852512346743,9.375648332229929e-05,0.2799325000359807,0.28663356575054216,1.8975359600514912e-07,4.810701746489181e-06,0.006876180865618112,4.560028247608423e-09,3.1922965627748246e-08,1.2839882218636516e-10,3.3342616827327754e-10,7.233290388640637e-07,7.273286886729473e-05,1.1727571407408644e-07,6.203125640345754e-11,2.1643500444279143e-06,4.95818327719072e-09
7.108607427181548e-05,0.14536396419880876,0.0,0.0,0.0,0.0,0.704359064017585,0.0004058654987723453,0.0002884428196661618,0.014815802906305414,9.371122176124627e-05,0.2806657416263865,0.28742735762612576,1.900444517388197e-07,4.8285022419670545e-06,0.00691778567432005,4.587619017042629e-09,3.2129532686287184e-08,1.2922966501604674e-10,3.35567082002036e-10,7.28758688796668e-07,7.34366861509459e-05,1.1841059521215494e-07,6.26346954771287e-11,2.1865020012666736e-06,4.982777425033424e-09
7.136033119814689e-05,0.1454555760943936,0.0,0.0,0.0,0.0,0.7035595152658115,0.00040568177527422554,0.00028858327665705607,0.014865701385034702,9.366610146807035e-05,0.28139713877558065,0.28821945717135206,1.9033350200607922e-07,4.846286008724991e-06,0.006959448425604827,4.615248211859319e-09,3.233644176172786e-08,1.3006188348758249e-10,3.3771139172245406e-10,7.342032082988026e-07,7.414398797030053e-05,1.1955109528115439e-07,6.324114438038602e-11,2.208772090289469e-06,5.0073619050188896e-09
7.16345881244783e-05,0.1455469955187034,0.0,0.0,0.0,0.0,0.702761765325477,0.00040549806510495334,0.00028872274531471066,0.014915548060952735,9.362112131152843e-05,0.282126699184479,0.28900987132090467,1.9062075792798647e-07,4.864053048272796e-06,0.007001168766621091,4.642915598060495e-09,3.254369049883303e-08,1.308954681278655e-10,3.3985907292435664e-10,7.396625348801116e-07,7.485477175150855e-05,1.2069721013126155e-07,6.385060094652108e-11,2.2311602457141072e-06,5.031936515869836e-09
7.218310197714112e-05,0.14572926004773482,0.0,0.0,0.0,0.0,0.7011716325466121,0.0004051306897865621,0.0002889987426145145,0.015015086451173932,9.353157712952331e-05,0.28358034028223744,0.29058567089766874,1.9118993044552196e-07,4.899536919442497e-06,0.007084780820652522,4.698364018047774e-09,3.2959197431462884e-08,1.3256669759741195e-10,3.441644508273528e-10,7.506253556315801e-07,7.628677470795219e-05,1.230062672591682e-07,6.507852822486176e-11,2.2762904835913586e-06,5.081055326622516e-09
7.273161582980395e-05,0.1459107639978445,0.0,0.0,0.0,0.0,0.699588607309454,0.00040476338282958546,0.00028927086089128485,0.015114418967707249,9.3442581110095e-05,0.28502672561659287,0.29215481100895974,1.9175205609470395e-07,4.934953777802799e-06,0.007168619055924558,4.7539624330862306e-09,3.337603511388631e-08,1.3424327953669014e-10,3.4848302471354157e-10,7.616466455558864e-07,7.773267380445964e-05,1.2533773238923987e-07,6.631845942354216e-11,2.3218921617285013e-06,5.1301322884528484e-09
7.328012968246677e-05,0.14609151339460438,0.0,0.0,0.0,0.0,0.6980126321311341,0.0004043961540275684,0.0002895391492975914,0.015213546492491202,9.335412451605418e-05,0.2864659149596344,0.2937173454694756,1.9230722084693433e-07,4.970303631692995e-06,0.007252680734119199,4.809709027224425e-09,3.379418486054855e-08,1.3592513878968905e-10,3.528146003906548e-10,7.727259054242373e-07,7.919244714736377e-05,1.2769157022171707e-07,6.757037605855405e-11,2.367964700208958e-06,5.179165849968356e-09
7.382864353512959e-05,0.14627151430900162,0.0,0.0,0.0,0.0,0.6964436502475054,0.0004040290129412146,0.0002898036557860611,0.01531246990032144,9.326619919672716e-05,0.2878979673363916,0.29527332741655116,1.9285550865499666e-07,5.005586481447782e-06,0.007336963151272922,4.865602007293516e-09,3.4213628518471545e-08,1.3761220234247474e-10,3.5715898931253695e-10,7.83862637655532e-07,8.066607230450378e-05,1.3006774458839307e-07,6.88342591718922e-11,2.4145074974932132e-06,5.228154525829985e-09
7.437715738779241e-05,0.1464507726528246,0.0,0.0,0.0,0.0,0.6948816056444272,0.0004036619688413579,0.00029006442675892863,0.01541119005852226,9.317879801359826e-05,0.2893229409925213,0.29682280928084204,1.933970024273791e-07,5.040802193822027e-06,0.007421463639505137,4.9216396040535385e-09,3.463434840553533e-08,1.3930439907497626e-10,3.6151600793259055e-10,7.950563412935349e-07,8.215352629446853e-05,1.3246621843522968e-07,7.011008932094473e-11,2.4615199295565865e-06,5.277096860235491e-09
7.492567124045523e-05,0.14662929431529134,0.0,0.0,0.0,0.0,0.693326442923834,0.0004032950308340267,0.00029032150935557385,0.015509707828230168,9.309191234226007e-05,0.2907408935315265,0.2983658429124536,1.9393178408582196e-07,5.075950860904918e-06,0.00750617956018467,4.9778200676616714e-09,3.505632625145297e-08,1.4100165550144525e-10,3.65885466574499e-10,8.063065253753712e-07,8.365478566786877e-05,1.3488695395356682e-07,7.139784665233612e-11,2.509001354012501e-06,5.325991410065808e-09
7.547418509311805e-05,0.1468070850777326,0.0,0.0,0.0,0.0,0.6917781074757081,0.0004029282077404922,0.0002905749484054325,0.015608024062662129,9.300553539783973e-05,0.2921518817386704,0.29990247941905807,1.9445993405800406e-07,5.1110323546707765e-06,0.007591108312705215,5.034141673491779e-09,3.5479544972276335e-08,1.4270390290774237e-10,3.70267187866909e-10,8.176126969290386e-07,8.516982640143234e-05,1.3732991240914047e-07,7.269751080652851e-11,2.556951105054755e-06,5.374836788084855e-09
7.602269894578088e-05,0.14698415064449366,0.0,0.0,0.0,0.0,0.6902365454451306,0.00040256150821280844,0.0002908247894511481,0.01570613960738501,9.291965882009042e-05,0.29355596161231573,0.3014327691968494,1.9498153145806458e-07,5.146046795342593e-06,0.007676247332374086,5.090602720734309e-09,3.5903986371997214e-08,1.4441106810687977e-10,3.746609833317586e-10,8.289743690998591e-07,8.669862390894675e-05,1.3979505415994168e-07,7.400906092957172e-11,2.60536849467573e-06,5.423631629396314e-09
7.65712127984437e-05,0.14716049664891057,0.0,0.0,0.0,0.0,0.6887017036501635,0.00040219494065808916,0.00029107107554604013,0.015804055301138587,9.283427643914198e-05,0.2949531884524928,0.30295676200816446,1.9549665441275898e-07,5.180994015030269e-06,0.007761594087167875,5.1472015302447766e-09,3.632963401524974e-08,1.461230849934055e-10,3.790666823413826e-10,8.403910507754421e-07,8.824115312562299e-05,1.422823387920238e-07,7.533247574488471e-11,2.6542528151430386e-06,5.4723746144316345e-09
7.706487526584024e-05,0.14731859743215858,0.0,0.0,0.0,0.0,0.6873260484064356,0.0004018651495345369,0.00029128973022623833,0.015892009240784048,9.275784793599078e-05,0.2962048784225744,0.30432301226587094,1.959547928509231e-07,5.212389179324896e-06,0.007838581712235297,5.1982568742686954e-09,3.671373326146162e-08,1.476679881687263e-10,3.830418341009282e-10,8.507126996798008e-07,8.964114892553814e-05,1.4453979309282672e-07,7.653367546299132e-11,2.6986473292407894e-06,5.516197886024478e-09
7.755853773323678e-05,0.14747612388903789,0.0,0.0,0.0,0.0,0.68595575614572,0.00040153547787149835,0.00029150557161862164,0.015979802577244195,9.268180882089179e-05,0.297451101043679,0.3056842372094153,1.9640780450636328e-07,5.243729896948784e-06,0.007915733774907625,5.249421267243247e-09,3.7098783339987366e-08,1.492167157302697e-10,3.870263560113322e-10,8.610781628880008e-07,9.105222778469364e-05,1.4681511923641374e-07,7.774445191363498e-11,2.7434189263466835e-06,5.55997718125709e-09
7.805220020063332e-05,0.14763307998789282,0.0,0.0,0.0,0.0,0.6845907894479666,0.00040120593143420577,0.0002917186310114988,0.016067435908126804,9.260615334123206e-05,0.29869189522422274,0.3070404718444649,1.9685574376061186e-07,5.2750162771494335e-06,0.007993048494053613,5.300693527987923e-09,3.74847713295884e-08,1.507692157069444e-10,3.9102011449408936e-10,8.714870922642643e-07,9.247437045133743e-05,1.4910828618144295e-07,7.896478872475893e-11,2.7885670514678196e-06,5.603711591420927e-09
7.854586266802987e-05,0.14778946964560968,0.0,0.0,0.0,0.0,0.6832311113135512,0.0004008765158238668,0.0002919289379910302,0.016154909826712974,9.253087728012455e-05,0.29992729943642676,0.3083917507808795,1.972986644766625e-07,5.306248223871581e-06,0.008070524109073905,5.352072488938198e-09,3.787168569450505e-08,1.5232544170022987e-10,3.9502298995181614e-10,8.819391371400419e-07,9.390755738273783e-05,1.5141926241720175e-07,8.019466926708796e-11,2.8340911375247234e-06,5.647400238388181e-09
7.903952513542641e-05,0.14794529674122078,0.0,0.0,0.0,0.0,0.6818766851595391,0.0004005472365552584,0.00029213652286399973,0.0162422249219584,9.245597516759066e-05,0.30115735171784325,0.3097381082361393,1.9773661959521012e-07,5.337425838027124e-06,0.0081481588792581,5.403556995719178e-09,3.825951384240325e-08,1.538853430619338e-10,3.9903485225923515e-10,8.924339528727489e-07,9.535176873392447e-05,1.5374801594564996e-07,8.14340766460856e-11,2.8799906055840407e-06,5.691042253071177e-09
7.953318760282295e-05,0.14810056510488784,0.0,0.0,0.0,0.0,0.6805274748066338,0.00040021809899633585,0.0002923414144097526,0.016329381778628756,9.238144289487446e-05,0.30238208968711705,0.3110795780477812,1.9816966154700548e-07,5.368549036833594e-06,0.008225951083623008,5.455145907038315e-09,3.8648244389623054e-08,1.55448874005305e-10,4.0305558350210503e-10,9.029711924027252e-07,9.680698438400201e-05,1.5609451432366842e-07,8.268299372334238e-11,2.926264865264479e-06,5.7346367950688345e-09
8.002685007021949e-05,0.14825527853156908,0.0,0.0,0.0,0.0,0.6791834445163762,0.00039988910840244995,0.000292543641794846,0.016416380976883187,9.230727545678379e-05,0.3036015505033432,0.3124161936383526,1.9859784189317946e-07,5.399617881748177e-06,0.00830389902236683,5.5068380956497924e-09,3.9037865200906383e-08,1.5701598572057383e-10,4.070850582991604e-10,9.135505126309239e-07,9.827318390171386e-05,1.5845872460768368e-07,8.394140308744885e-11,2.972913313783714e-06,5.778183035640235e-09
8.052051253761604e-05,0.14840944078730975,0.0,0.0,0.0,0.0,0.6778445588400495,0.0003995602699476774,0.0002927432335613095,0.01650322309384043,9.223346826933879e-05,0.30481577102444823,0.31374798815768357,1.9902121148750911e-07,5.430632397352138e-06,0.008382001009755464,5.558632443636965e-09,3.942836450617295e-08,1.5858663086675738e-10,4.1112315505956917e-10,9.241715722923006e-07,9.975034665341843e-05,1.60840613527712e-07,8.52092871489153e-11,3.019935340259778e-06,5.821680167792965e-09
8.101417500501258e-05,0.148563055554598,0.0,0.0,0.0,0.0,0.6765107827522056,0.000399231588697711,0.0002929402177849461,0.016589908702170184,9.216001690889872e-05,0.3060247876679514,0.3150749943571885,1.9943982101059496e-07,5.461592573462689e-06,0.008460255380571977,5.6105278466894145e-09,3.9819730969179024e-08,1.6016076384783387e-10,4.1516975636950335e-10,9.348340320617938e-07,0.00010123845171554468,1.632401473461833e-07,8.648662806274517e-11,3.067330322053909e-06,5.8651273925810675e-09
8.150783747240912e-05,0.14871612649512891,0.0,0.0,0.0,0.0,0.6751820816554277,0.00039890306958616586,0.00029313462200987906,0.016676438370034904,9.208691709619646e-05,0.3072286364060253,0.3163972445854822,1.9985371961425926e-07,5.4924984296057036e-06,0.008538660490353617,5.662523214260135e-09,4.021195269091008e-08,1.6173833680422544e-10,4.1922473982886305e-10,9.455375505924442e-07,0.00010273747787206603,1.6565729185389424e-07,8.77734077262162e-11,3.1150976246677308e-06,5.9085239484618715e-09
8.200149993980566e-05,0.14886865720107212,0.0,0.0,0.0,0.0,0.6738584214013226,0.0003985747174280025,0.00029332647356290124,0.016762812660839753,9.20141644064219e-05,0.30842735274329386,0.317714770768646,2.002629568755871e-07,5.523349970922624e-06,0.008617214716448746,5.7146174702664435e-09,4.060501886690022e-08,1.633193062787992e-10,4.232879931866894e-10,9.562817925084435e-07,0.00010424740360452374,1.6809201235388897e-07,8.906960776997731e-11,3.163236601299605e-06,5.951869065828738e-09
8.24951624072022e-05,0.149020651360539,0.0,0.0,0.0,0.0,0.6725397680637564,0.0003982465369504769,0.0002935157991861569,0.016849032135622215,9.194175478215406e-05,0.3096209719533892,0.31902760462371726,2.0066758030234822e-07,5.554147225997914e-06,0.008695916447045428,5.766809545814152e-09,4.099891761783974e-08,1.6490362449123883e-10,4.273593945719031e-10,9.670664199438864e-07,0.00010576820724593913,1.7054427390970834e-07,9.037520969369637e-11,3.2117465990865573e-06,5.995162026640785e-09
8.298882487459875e-05,0.14917211247211876,0.0,0.0,0.0,0.0,0.6712260880887689,0.00039791853282014465,0.0002937026259197772,0.01693509735143599,9.186968356187172e-05,0.31080952892197006,0.32033577751748327,2.0106763889455054e-07,5.584890243648056e-06,0.008774764088333359,5.819098383947087e-09,4.13936387602727e-08,1.6649125048219387e-10,4.31438837557175e-10,9.778911055035831e-07,0.00010729986687831153,1.7301404118005338e-07,9.169019477623533e-11,3.2606269551440716e-06,6.038402071941586e-09
8.348248734199529e-05,0.14932304399325697,0.0,0.0,0.0,0.0,0.6699173483956862,0.00039759070954477576,0.00029388697935173993,0.01702100886028029,9.179794720048949e-05,0.3119930580430446,0.3216393203715457,2.0146317832650427e-07,5.615579013865059e-06,0.008853756069655688,5.8714829430635895e-09,4.1789169707648265e-08,1.6808213362673336e-10,4.3552619415617465e-10,9.887555103240243e-07,0.00010884236027700108,1.7550127832911109e-07,9.301454402546915e-11,3.3098769938629006e-06,6.081588534359015e-09
8.397614980939183e-05,0.14947344947343152,0.0,0.0,0.0,0.0,0.6686135161809641,0.00039726307152450677,0.00029406888514029854,0.017106767211178434,9.17265418363309e-05,0.31317159342175493,0.3229382638469157,2.0185424572311197e-07,5.6462135150949925e-06,0.008932890833933695,5.923962190566523e-09,4.21855003835741e-08,1.6967623339612834e-10,4.3962135960640274e-10,9.996593011555212e-07,0.00011039566503653836,1.7800594922940833e-07,9.434823828963363e-11,3.3594960321978815e-06,6.124720709504629e-09
8.446981227678837e-05,0.1496233323602314,0.0,0.0,0.0,0.0,0.6673145589265674,0.0003969356231546979,0.0002942483695895549,0.017192372950054494,9.16554625724117e-05,0.3143451688652287,0.3242326383359043,2.022408869723415e-07,5.6767939208318604e-06,0.00901216683770917,5.9765351028913646e-09,4.2582619600595526e-08,1.7127350479280764e-10,4.4372421838159246e-10,1.0106021569316171e-06,0.00011195975854712133,1.805280174240289e-07,9.569125823886391e-11,3.4094833795585857e-06,6.167797912301514e-09
8.496347474418492e-05,0.14977269596249185,0.0,0.0,0.0,0.0,0.6660204445797588,0.0003966083686149819,0.0002944254565904857,0.017277826617817522,9.158470686435703e-05,0.31551381769808273,0.325522473793404,2.0262314776150682e-07,5.707320037699382e-06,0.00909158256072171,6.029200671857529e-09,4.298051741782134e-08,1.7287390783304978e-10,4.4783466791969723e-10,1.0215837438355593e-06,0.00011353461792875654,1.830674460201473e-07,9.704358430177747e-11,3.459838333118518e-06,6.210819485349696e-09
8.545713721158146e-05,0.1499215437315814,0.0,0.0,0.0,0.0,0.6647311413678519,0.00039628131211162404,0.0002946001721156223,0.017363128752306944,9.151426944348578e-05,0.3166775729511673,0.3268077999107538,2.0300107220470034e-07,5.737792138812105e-06,0.009171136495802815,6.081957897966489e-09,4.33791817426612e-08,1.744773938787089e-10,4.5195258421058335e-10,1.0326037416252297e-06,0.00011512022009726245,1.8562419779585717e-07,9.840519672986088e-11,3.5105601828158804e-06,6.253784785394373e-09
8.5950799678978e-05,0.1500698789681471,0.0,0.0,0.0,0.0,0.6634466178333008,0.00039595445768428377,0.00029477253944827474,0.017448279887944024,9.144414789248424e-05,0.3178364673295597,0.32808864608310967,2.0337470482452026e-07,5.768210043709133e-06,0.00925082715174025,6.134805792301328e-09,4.377860320187721e-08,1.760839252292374e-10,4.5607787031669873e-10,1.043661820725107e-06,0.00011671654178859273,1.8819823523896097e-07,9.977607561372069e-11,3.5616482104194927e-06,6.2966931853643815e-09
8.639509589963489e-05,0.15020294519442687,0.0,0.0,0.0,0.0,0.6622946075361827,0.0003956604648064965,0.00029492568318000923,0.017524787244845397,9.138130444838211e-05,0.318875342981067,0.3292376013362472,2.037073405933207e-07,5.795540013057652e-06,0.009322664418211323,6.182445609341031e-09,4.413872025156216e-08,1.7753236851348824e-10,4.597968302750291e-10,1.05364638937975e-06,0.00011816237709586716,1.9052961689070778e-07,1.0101777281753205e-10,3.6079399171084614e-06,6.335261578051906e-09
8.683939212029178e-05,0.15033560131942625,0.0,0.0,0.0,0.0,0.6611464210992167,0.00039536664169483987,0.00029507696181317226,0.017601173107092142,9.131871111928369e-05,0.3199103308906168,0.33038297238222647,2.0403656672747174e-07,5.822826152009476e-06,0.009394610169132395,6.230157369264077e-09,4.4499434386747554e-08,1.7898321336269202e-10,4.6352159312689297e-10,1.0636613094862048e-06,0.00011961685893687418,1.9287494143365568e-07,1.022669447915749e-10,3.6545271037494675e-06,6.373782941502219e-09
8.728368834094866e-05,0.15046784970285587,0.0,0.0,0.0,0.0,0.6600020362734337,0.0003950729911287312,0.0002952263928229898,0.01767743785676986,9.125636486388365e-05,0.3209414541873821,0.33152478000742647,2.0436241420730187e-07,5.850068551658136e-06,0.009466663350656362,6.277940373197958e-09,4.4860737650621405e-08,1.8043642777339998e-10,4.672520771217669e-10,1.0737063485620565e-06,0.00012107996992098993,1.9523418082621908e-07,1.0352357664217009e-10,3.701409229334979e-06,6.412256841065079e-09
8.772798456160555e-05,0.15059969269597925,0.0,0.0,0.0,0.0,0.6588614309951849,0.0003947795158562512,0.00029537399323793524,0.017753581873909734,9.119426298473933e-05,0.32196873580788876,0.3326630448239795,2.0468491365448045e-07,5.87726726697317e-06,0.009538822918027372,6.325793928299155e-09,4.522262247332228e-08,1.8189198129852142e-10,4.709882044439243e-10,1.0837812767178765e-06,0.0001225516925400113,1.976073068371639e-07,1.047876533723758e-10,3.748585748228763e-06,6.450682854692103e-09
8.817228078226244e-05,0.15073113258134374,0.0,0.0,0.0,0.0,0.6577245834265971,0.00039448621856339264,0.0002955197795383129,0.017829605536042292,9.113240323490472e-05,0.3229921984539172,0.3337977872318021,2.0500409565226182e-07,5.904422271211716e-06,0.009611087837646148,6.373717349122777e-09,4.558508177751819e-08,1.8334984547199797e-10,4.747299021414639e-10,1.0938858623521476e-06,0.00012403200915529956,1.9999429102486905e-07,1.0605915986951363e-10,3.7960561092083886e-06,6.489060569209385e-09
8.861657700291933e-05,0.15086217163448112,0.0,0.0,0.0,0.0,0.6565914719407869,0.00039419310189325196,0.00029566376836946326,0.017905509218351382,9.107078294997235e-05,0.32401186460720455,0.33492902743248965,2.0531999009899282e-07,5.931533626770213e-06,0.009683457086176891,6.421709957030297e-09,4.594810788155085e-08,1.8480998939707678e-10,4.784770914684595e-10,1.1040198751851507e-06,0.00012552090199884175,2.0239510473910273e-07,1.0733808090705424e-10,3.843819755862567e-06,6.527389580030333e-09
8.906087322357622e-05,0.1509928121774887,0.0,0.0,0.0,0.0,0.655462075101499,0.0003939001684012193,0.00029580597581415285,0.01798129329389878,9.100939991758543e-05,0.3250277565513218,0.3360567854485808,2.056326266401559e-07,5.958601326187139e-06,0.009755929649781185,6.469771079681489e-09,4.6311693819481695e-08,1.8627238505573692e-10,4.822297006660111e-10,1.114183085331102e-06,0.0001270183531952176,2.048097191563782e-07,1.0862440116295162e-10,3.8918761271001535e-06,6.565669493223923e-09
8.95051694442331e-05,0.15112305644089982,0.0,0.0,0.0,0.0,0.6543363716616319,0.00039360742064062474,0.0002959464183085907,0.018056958133616276,9.09482513519393e-05,0.32603989637240793,0.3371810811247631,2.0594203461648482e-07,5.985625460511118e-06,0.00982850452375616,6.517900050794502e-09,4.6675831894450265e-08,1.8773700149008669e-10,4.85987650886556e-10,1.1243752674316865e-06,0.00012852434474847055,2.072381052588672e-07,1.0991810520985788e-10,3.940224657286992e-06,6.60389992081911e-09
8.994946566488999e-05,0.15125290665127034,0.0,0.0,0.0,0.0,0.6532143405658956,0.00039331486113133906,0.0002960851117039576,0.018132504106281193,9.088733499209464e-05,0.3270483059573074,0.3383019341254328,2.0624824309002037e-07,6.012606043403748e-06,0.009901180712872314,6.566096210369854e-09,4.70405151892954e-08,1.892038108782908e-10,4.897508709069955e-10,1.1345961961148073e-06,0.00013003885855038163,2.0968023384765518e-07,1.1121917752141413e-10,3.988864776212205e-06,6.64208048101506e-09
9.039376188554688e-05,0.15138236501628557,0.0,0.0,0.0,0.0,0.6520959609469541,0.00039302249229614757,0.0002962220714664007,0.01820793157856589,9.08266488187397e-05,0.3280530069972681,0.3394193639385098,2.0655128085496035e-07,6.039543052066463e-06,0.009973957231274633,6.614358904624902e-09,4.740573673886149e-08,1.906727852054815e-10,4.935192892584291e-10,1.1448456423219555e-06,0.0001315618763960803,2.1213607556793818e-07,1.1252760248456241e-10,4.0377959091663615e-06,6.680210808889551e-09
9.083805810620377e-05,0.15151143373017242,0.0,0.0,0.0,0.0,0.6509812121268501,0.00039273031651397864,0.0002963573134647845,0.018283240915001425,9.076619013042851e-05,0.32905402098574116,0.34053338987399767,2.0685117613323866e-07,6.066436584439444e-06,0.010046833102322534,6.66268748588764e-09,4.777148919266111e-08,1.9214389490692303e-10,4.972928304861895e-10,1.1551233827838533e-06,0.00013309337996697117,2.1460560088154908e-07,1.1384336438636121e-10,4.087017476951859e-06,6.718290530131377e-09
9.128235432686066e-05,0.15164011496155708,0.0,0.0,0.0,0.0,0.6498700736312906,0.00039243833607458705,0.0002964908527039542,0.01835843247780882,9.0705957024622e-05,0.3300513692046904,0.3416440310506849,2.0714795709694533e-07,6.093286611464699e-06,0.010119807359610782,6.711081313273809e-09,4.813776578295215e-08,1.9361711276177246e-10,5.01071425181846e-10,1.165429192540823e-06,0.00013463335083950442,2.1708878008099653e-07,1.1516644742006454e-10,4.1365288956218454e-06,6.756319298967254e-09
9.172665054751754e-05,0.1517684108712224,0.0,0.0,0.0,0.0,0.6487625251269409,0.0003921465532973799,0.00029662270467089197,0.01843350662759286,9.064594692820095e-05,0.3310450727887576,0.34275130645480056,2.0744165141260956e-07,6.120093223906454e-06,0.01019287904346927,6.7595397503656e-09,4.850455929618517e-08,1.9509240975608106e-10,5.048549993675148e-10,1.1757628510502336e-06,0.00013618177050011093,2.1958558331367262e-07,1.1649683570075766e-10,4.18632957801534e-06,6.794296761867292e-09
9.217094676817443e-05,0.1518963235561943,0.0,0.0,0.0,0.0,0.6476585464952092,0.0003918549704339302,0.00029675288417243655,0.018508463722511973,9.058615787065794e-05,0.33203515264939804,0.3438552348708998,2.077322867262395e-07,6.146856412640937e-06,0.010266047204944935,6.808062167852381e-09,4.887186306102169e-08,1.9656975905675219e-10,5.08643484563131e-10,1.1861241362245235e-06,0.0001377386203230068,2.220959805459451e-07,1.178345132436891e-10,4.236418932066341e-06,6.832222578789257e-09
9.261524298883132e-05,0.15202385518055697,0.0,0.0,0.0,0.0,0.6465581177652828,0.000391563589714517,0.00029688140621990383,0.018583304119032248,9.05265874871749e-05,0.33302162954384135,0.34495583494470083,2.0801988995618987e-07,6.1735762535533994e-06,0.010339310902275125,6.856647941191912e-09,4.9239669984968464e-08,1.9804913213674484e-10,5.124368081609693e-10,1.1965128282511074e-06,0.00013930388159641508,2.2461994160554325e-07,1.1917946398868414e-10,4.2867963623535265e-06,6.870096418173928e-09
9.305953920948821e-05,0.15215100780584162,0.0,0.0,0.0,0.0,0.6454612191546717,0.0003912724132734021,0.00029700828520151293,0.01865802817146662,9.04672339564988e-05,0.33400452403355013,0.3460531251451786,2.0830448828382352e-07,6.200252718352976e-06,0.010412669203182432,6.905296452132237e-09,4.960797372999938e-08,1.9953050350358993e-10,5.162349049734996e-10,1.2069287063989025e-06,0.00014087753551825477,2.2715743617449426e-07,1.2053167179442776e-10,4.337461269207194e-06,6.907917948990409e-09
9.35038354301451e-05,0.15227778349078083,0.0,0.0,0.0,0.0,0.6443678310936872,0.0003909814432597506,0.00029713353604254167,0.018732636231667803,9.040809463269845e-05,0.33498385645770445,0.34714712374131795,2.085861079742149e-07,6.226885939075133e-06,0.010486121185653464,6.954007089228099e-09,4.997676685723055e-08,2.0101384323701877e-10,5.20037699083491e-10,1.2173715550176886e-06,0.00014245956315933744,2.297084337299275e-07,1.218911204088222e-10,4.3884130482618265e-06,6.94568685464086e-09
9.394813165080198e-05,0.1524041843336279,0.0,0.0,0.0,0.0,0.6432779341534492,0.0003906906818015711,0.0002972571730370813,0.01880712864985987,9.034916750779282e-05,0.3359596470093575,0.34823784886983195,2.0886477539118707e-07,6.2534759467017246e-06,0.010559665934704152,7.002779245695841e-09,5.0346042909294316e-08,2.0249912536455158e-10,5.23845124218482e-10,1.2278411588769863e-06,0.00014404994551536705,2.3227290362778368e-07,1.2325779351351446e-10,4.439651092088685e-06,6.9834028238903126e-09
9.439242787145887e-05,0.15253021237106054,0.0,0.0,0.0,0.0,0.6421915090447862,0.00039040013090088014,0.00029737920974811245,0.018881505774664582,9.029045125792773e-05,0.3369319157365054,0.3493253185364825,2.0914051663825838e-07,6.280022654109125e-06,0.010633302542537084,7.0516123195177316e-09,5.0715795784931343e-08,2.03986325346033e-10,5.276571178304319e-10,1.238337295164074e-06,0.00014564866352984789,2.3485081513976452e-07,1.246316747416338e-10,4.491174790190422e-06,7.021065557007348e-09
9.483672409211576e-05,0.15265586958467844,0.0,0.0,0.0,0.0,0.6411085366694337,0.0003901097925493623,0.0002974996608280201,0.018955767952478372,9.023194307503257e-05,0.33790068248705574,0.3504095505677405,2.094133574321845e-07,6.306526224329026e-06,0.01070703011052761,7.100505714759072e-09,5.108601824933845e-08,2.0547541408203396e-10,5.314736059384475e-10,1.2488597518009317e-06,0.0001472556980351737,2.3744213735848992e-07,1.2601274762939018e-10,4.542983527929607e-06,7.058674744258164e-09
9.528102031277265e-05,0.15278115802436595,0.0,0.0,0.0,0.0,0.6400289981156487,0.00038981966879048796,0.00029761854030748726,0.01902991552751191,9.017364077530402e-05,0.33886596691525334,0.35149056261468886,2.096833230486495e-07,6.332986743920207e-06,0.01078084774917828,7.1494588415379794e-09,5.1456703707355484e-08,2.0696636504585483e-10,5.352945210430287e-10,1.259408322177388e-06,0.00014887102975139914,2.400468391953733e-07,1.2740099561564482e-10,4.595076686748458e-06,7.096230096476499e-09
9.572531653342954e-05,0.15290607965406522,0.0,0.0,0.0,0.0,0.6389528746260648,0.0003895297615276632,0.0002977358610434181,0.019103948842191076,9.011554339798518e-05,0.3398277885154127,0.3525683721837379,2.0995043890779957e-07,6.359404077965355e-06,0.010854754577033157,7.198471115305419e-09,5.182784641723053e-08,2.084591551433314e-10,5.391198043226191e-10,1.2699827844560401e-06,0.00015049463935129913,2.426648894854795e-07,1.2879640209410812e-10,4.647453644855798e-06,7.13373133963244e-09
9.616961275408642e-05,0.15303063644733803,0.0,0.0,0.0,0.0,0.6378801475927194,0.0003892400725625762,0.00029785163682041326,0.019177868237193113,9.005764864240217e-05,0.3407861666250052,0.35364299664128623,2.1021472979682388e-07,6.385778320133837e-06,0.01092874971997751,7.247541956380778e-09,5.2199439565677495e-08,2.0995375697043814e-10,5.429493861629754e-10,1.2805829221851995e-06,0.00015212650744042243,2.452962569555429e-07,1.3019895039811497e-10,4.7001137772907995e-06,7.171178188507648e-09
