Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69)
0.00016733834751940434,0.16929916236270498,0.0,0.0,0.0,0.0,0.5002024280058532,0.0003463093696440387,0.0003029410690671806,0.02974386605918407,8.25383709125997e-05,0.4599102453813973,0.49369385028097124,2.2815296841632623e-07,1.0092753712158454e-05,0.02347663888854226,1.556883786625744e-08,1.1416847237236995e-07,4.5920224305370316e-10,1.1777315859465049e-09,3.1885971807992728e-06,0.0005056724488556884,8.153904537335634e-07,4.3459535743440207e-10,1.631151786997514e-05
0.0001697171424725319,0.1697436204353992,0.0,0.0,0.0,0.0,0.4965170434300518,0.0003450020477572977,0.0003028057420440646,0.03005900662725305,8.232816841581523e-05,0.46297674935917477,0.4975118880435388,2.282080836186851e-07,1.020036505620973e-05,0.023908543734527173,1.5855261184015703e-08,1.1623642862147535e-07,4.675198646325351e-10,1.198805783684299e-09,3.256138145609322e-06,0.0005201427518801913,8.387240047525056e-07,4.4706639864427055e-10,1.6791468275958187e-05
0.00017209593742565946,0.17018301101707228,0.0,0.0,0.0,0.0,0.4928781503474664,0.0003437029570041359,0.00030265773876345407,0.03037200486405841,8.211982873549463e-05,0.4659972873718521,0.5012859882998977,2.2824123464872423e-07,1.0307022151943714e-05,0.024340715115866173,1.6141861258219157e-08,1.1830001768831453e-07,4.758199207675563e-10,1.2198295482382238e-09,3.323743013239365e-06,0.0005347522579729526,8.622820286842884e-07,4.5965799089556956e-10,1.7276256487845494e-05
0.00017447473237878702,0.17061743058342868,0.0,0.0,0.0,0.0,0.489284839463792,0.0003424120638341715,0.0003024975110841018,0.03068288579375105,8.191330445011167e-05,0.4689727977527914,0.5050169960869362,2.2825326012905414e-07,1.041273421758666e-05,0.024773116912084968,1.6428614135103244e-08,1.2035897076083125e-07,4.841013302574761e-10,1.2408002520331377e-09,3.3913988906131966e-06,0.0005494981434591789,8.860599722316194e-07,4.723676926287016e-10,1.7765785804609686e-05
0.00017685352733191458,0.17104697308178352,0.0,0.0,0.0,0.0,0.48573622738081335,0.0003411293325147305,0.00030232549314103494,0.030991673974510366,8.170855080660294e-05,0.4719041918254139,0.5087057323518773,2.2824496432577005e-07,1.0517510078479782e-05,0.025205714300947223,1.671549672184686e-08,1.2241302869663954e-07,4.923630507938297e-10,1.2617153658888018e-09,3.4590931814948644e-06,0.000564377617163574,9.100533345027311e-07,4.851930902730949e-10,1.8259960595488684e-05
0.00017923232228504214,0.171471729639934,0.0,0.0,0.0,0.0,0.48223145559641817,0.0003398547259172129,0.00030214210282736347,0.03129839351136307,8.150552475893701e-05,0.47479235494683014,0.5123529948861233,2.282171200160515e-07,1.0621358691470291e-05,0.0256384737052438,1.700248675128501e-08,1.2446194446200793e-07,5.006040887709214e-10,1.2825724827184846e-09,3.526813781943848e-06,0.0005793879205735161,9.342576672749253e-07,4.981317984148851e-10,1.8758686315659004e-05
0.0001816111172381697,0.17189178900165666,0.0,0.0,0.0,0.0,0.47876968948676574,0.0003385882048546331,0.0003019477417895774,0.031603068069713046,8.130418456762675e-05,0.4776381475691319,0.5159595592794501,2.2817047032173093e-07,1.0724289097394789e-05,0.026071362741289503,1.7289562747753735e-08,1.2650548243983455e-07,5.088234965024068e-10,1.3033693116412666e-09,3.594548961411903e-06,0.0005945263287723546,9.586685764992166e-07,5.111814605564362e-10,1.926186952012694e-05
0.00018398991219129726,0.17230723744523657,0.0,0.0,0.0,0.0,0.4753501174403254,0.00033732972846154904,0.0003017427962373814,0.031905720887040454,8.110449100287252e-05,0.48044240614558925,0.5195261797267527,2.2810572700216706e-07,1.0826309833826438e-05,0.026504350173185805,1.757670399675868e-08,1.2854341280033192e-07,5.170203495793722e-10,1.324103620436891e-09,3.662287194214968e-06,0.0006097901502256752,9.832817219558399e-07,5.243397489754975e-10,1.9769417873171284e-05
0.00018636870714442482,0.17271815884206254,0.0,0.0,0.0,0.0,0.4719719500378226,0.000336079255546671,0.0003015276388797946,0.03220637478358127,8.090640612395516e-05,0.4832059439868864,0.5230535897915043,2.2802357467448664e-07,1.0927429743593396e-05,0.026937405867599094,1.7863890514985906e-08,1.3057551811924947e-07,5.251937734897706e-10,1.3447733004243142e-09,3.730017549251412e-06,0.0006251767265148181,1.0080928168250716e-06,5.376043645382191e-10,2.0281240155715187e-05
0.0001885096226022396,0.17308418505753465,0.0,0.0,0.0,0.0,0.4689663650524295,0.0003349606372737003,0.0003013255627805473,0.032475272748170476,8.072947484122594e-05,0.485658966120334,0.5261953243151873,2.2793530058243993e-07,1.1017674700826416e-05,0.027327190305018855,1.8122381136174702e-08,1.3239926389170795e-07,5.325291449217627e-10,1.3633191261927795e-09,3.7909593011215927e-06,0.000639127430813474,1.030588550140913e-06,5.496315516529461e-10,2.0745459932777724e-05
0.00019065053806005438,0.17344666862809607,0.0,0.0,0.0,0.0,0.46599314964970845,0.0003338484342363825,0.0003011157575078949,0.032742585816922826,8.055379158096435e-05,0.4880802074057609,0.5293063839525189,2.2783392323991484e-07,1.1107203152631714e-05,0.027716985982074338,1.8380879211109018e-08,1.3421797795663394e-07,5.398442780923958e-10,1.3818095750592945e-09,3.851878331748952e-06,0.000653173550671229,1.0532381467270279e-06,5.617413903961869e-10,2.1213003703259218e-05
0.00019279145351786916,0.17380566617664045,0.0,0.0,0.0,0.0,0.4630517711484824,0.0003327426137980586,0.0003008984668394311,0.03300832980487175,8.037933161003817e-05,0.49047021611186176,0.5323872636959007,2.2771988506338476e-07,1.1196021414289466e-05,0.028106773053942317,1.8639371579434866e-08,1.3603151632347942e-07,5.471385938506951e-10,1.4002432537161553e-09,3.912767428191565e-06,0.0006673132182980644,1.0760385946860928e-06,5.739322652370395e-10,2.1683807311653142e-05
0.00019471827742990248,0.17412582921240824,0.0,0.0,0.0,0.0,0.4604313209687424,0.000331752805182642,0.0003006967006801658,0.03324617070214674,8.02233439756788e-05,0.4925949626208363,0.5351346513078257,2.2760678685121282e-07,1.1275355706997363e-05,0.02845755816188932,1.8871999287950285e-08,1.3765916954744267e-07,5.536852524589169e-10,1.4167840095858334e-09,3.9675360917876215e-06,0.0006801173766374144,1.0966855152415214e-06,5.849720186319878e-10,2.2110265295170198e-05
0.0001966451013419358,0.1744432528682675,0.0,0.0,0.0,0.0,0.4578358666183286,0.0003307681148023304,0.00030048922968080045,0.03348276444006255,8.006831141221166e-05,0.49469522560968815,0.5378583292339533,2.2748409111997437e-07,1.1354124114868392e-05,0.02880830712682173,1.9104603027781076e-08,1.3928243084933004e-07,5.602142461161672e-10,1.4332768669762255e-09,4.022269561192826e-06,0.0006929944833090155,1.1174500693840788e-06,5.960749673853983e-10,2.2539266660470352e-05
0.00019857192525396912,0.17475797572399676,0.0,0.0,0.0,0.0,0.4552650451845924,0.0003297885174313387,0.00030027621564540223,0.033718122046998186,7.991421767117212e-05,0.496771378273502,0.540558634720292,2.2735209020266594e-07,1.1432331095973248e-05,0.029159006734124325,1.933717403548238e-08,1.4090120665962297e-07,5.667251984722042e-10,1.4497209255023153e-09,4.076962953316189e-06,0.0007059432225960452,1.1383301354589573e-06,6.072399733875231e-10,2.2970766180480248e-05
0.00020049874916600244,0.17507003568767937,0.0,0.0,0.0,0.0,0.4527185013814278,0.00032881398761577015,0.00030005781556015007,0.033952254398728066,7.976104697789633e-05,0.4988237858571904,0.5432358979308236,2.2721107103786063e-07,1.1509981056019737e-05,0.02950964414372138,1.9569703795990306e-08,1.425154116423867e-07,5.732177662934259e-10,1.4661153686999245e-09,4.131611540408602e-06,0.0007189622932988163,1.1593236152205488e-06,6.184659110568479e-10,2.3404719116014794e-05
0.00020242557307803576,0.17537946972070462,0.0,0.0,0.0,0.0,0.45019588724375514,0.0003278444997379933,0.0002998341821812974,0.03418517222288697,7.960878418879197e-05,0.5008528059748361,0.5458904422318152,2.2706131366208057e-07,1.1587078269839097e-05,0.02986020687389125,1.980218403188815e-08,1.441249634956977e-07,5.796916185494956e-10,1.482459413630529e-09,4.186210569616094e-06,0.0007320504087149108,1.1804284338006074e-06,6.297516673237025e-10,2.3841081215375626e-05
0.00020435239699006908,0.17568631418090064,0.0,0.0,0.0,0.0,0.44769686197721803,0.00032688002799461844,0.0002996054640424589,0.03441688610125598,7.945741458193246e-05,0.5028587887666727,0.5485225843319328,2.2690308408148903e-07,1.1663627067949298e-05,0.03021068279320063,2.0034606698057253e-08,1.4572977625451255e-07,5.861464094765179e-10,1.4987522378475518e-09,4.2407554317459556e-06,0.0007452062965144814,1.2016425395071651e-06,6.410961415312444e-10,2.4279808713490085e-05
0.0002062792209021024,0.1759906045636642,0.0,0.0,0.0,0.0,0.4452210916842431,0.0003259205461964499,0.00029937180519554933,0.03464740647381167,7.930692378252238e-05,0.5048420771853418,0.5511326345383097,2.267366400161214e-07,1.1739631810104522e-05,0.030561060106478213,2.026696397237554e-08,1.4732976978510525e-07,5.925818167649433e-10,1.5149930738709265e-09,4.2952418104896365e-06,0.000758428698615881,1.2229639036237695e-06,6.524982453312436e-10,2.4720858328920177e-05
0.00020820604481413572,0.17629237578597018,0.0,0.0,0.0,0.0,0.44276824925916347,0.00032496602790439824,0.00029913334567382375,0.03487674364030283,7.915729798292452e-05,0.5068030071053612,0.5537208968539404,2.2656224119221657e-07,1.1815096650613012e-05,0.030911327349481266,2.0499248252181028e-08,1.4892487691263466e-07,5.989975702276992e-10,1.5311812908155513e-09,4.349665394491961e-06,0.0007717163712860921,1.2443905205715749e-06,6.639569027634712e-10,2.5164187264366386e-05
0.00021013286872616904,0.17659166192726064,0.0,0.0,0.0,0.0,0.4403380141338785,0.00032401644660079464,0.000298890221759951,0.035104907763963085,7.900852366048939e-05,0.5087419075889151,0.5562876692145271,2.2638012990559967e-07,1.1890025825569246e-05,0.03126147337510506,2.073145214512535e-08,1.5051501962064585e-07,6.053933560713036e-10,1.5473161464344824e-09,4.404021909662102e-06,0.000785068085071209,1.2659204077974509e-06,6.754710501964964e-10,2.5609753204736908e-05
0.00021186701024699902,0.17685892227199915,0.0,0.0,0.0,0.0,0.4381698723257758,0.0003231660225741952,0.00029866753151531415,0.03530926080764374,7.887534394472384e-05,0.5104683490818195,0.5585796315554832,2.262098312947133e-07,1.1957007565207998e-05,0.031576492211120175,2.0940360985228073e-08,1.519418447605898e-07,6.111322548414763e-10,1.561791334909185e-09,4.452882076035275e-06,0.0007971383786544659,1.2853839834280293e-06,6.858803582596753e-10,2.601264063111959e-05
0.000213601151767829,0.17712422140828624,0.0,0.0,0.0,0.0,0.4360195641280635,0.00032231955657461295,0.0002984412639424088,0.035512679010509404,7.874283411623089e-05,0.5121774374750667,0.5608546315886098,2.2603364704160167e-07,1.2023561847283523e-05,0.03189139643390626,2.1149193818092937e-08,1.5336454416710283e-07,6.168545593101957e-10,1.5762223124147343e-09,4.501681748621702e-06,0.0008092586870190682,1.304928211028157e-06,6.963330053325562e-10,2.6417276051156727e-05
0.00021533529328865897,0.1773875814086159,0.0,0.0,0.0,0.0,0.4338868680825445,0.0003214770290171313,0.0002982115112424394,0.035715169522881784,7.861098505217901e-05,0.5138693999066607,0.5631128751551492,2.2585174307250708e-07,1.2089691660481063e-05,0.032206178508602246,2.1357945646878388e-08,1.5478307125378694e-07,6.225600821001807e-10,1.590608640534631e-09,4.550418090571187e-06,0.000821428141486653,1.3245516898120735e-06,7.06828239868202e-10,2.6823629554877295e-05
0.00021706943480948894,0.17764902662173906,0.0,0.0,0.0,0.0,0.4317715672338462,0.0003206384200604544,0.00029797836275031656,0.035916739398458734,7.847978801973465e-05,0.5155444588237321,0.5653545639197693,2.2566427775423287e-07,1.215539996470719e-05,0.03252083111755246,2.1566611618785413e-08,1.561973786526875e-07,6.282486326906218e-10,1.6049498725548792e-09,4.599088325380679e-06,0.0008336458840360764,1.3442530361791327e-06,7.173653195240055e-10,2.72316715932348e-05
0.00021880357633031892,0.17790857911945707,0.0,0.0,0.0,0.0,0.42967344824914333,0.0003198037098254262,0.00029774190571090105,0.036117395612900845,7.834923443223365e-05,0.5172028329002922,0.5675798961862778,2.2547140629439386e-07,1.222068974510426e-05,0.03283534711680483,2.1775186996208854e-08,1.5760742200308154e-07,6.339200326562162e-10,1.6192455915906304e-09,4.647689766689732e-06,0.0008459110652340538,1.3640308803769216e-06,7.27943509379369e-10,2.7641372909882083e-05
0.0002205377178511489,0.17816626132694102,0.0,0.0,0.0,0.0,0.42759230086899286,0.00031897287823351813,0.00029750222551498765,0.03631714507507816,7.821931586072513e-05,0.5188447376090715,0.5697890674082727,2.2527328213901065e-07,1.2285563900494325e-05,0.03314971951007898,2.1983667139474003e-08,1.59013160290077e-07,6.39574117029074e-10,1.6334954149657327e-09,4.696219779337054e-06,0.0008582228431584127,1.3838838647649496e-06,7.385620810019459e-10,2.8052704503244437e-05
0.00022227185937197887,0.17842209596873046,0.0,0.0,0.0,0.0,0.4255279197706868,0.0003181459052500461,0.00029725940472896873,0.036515994585689056,7.809002418403189e-05,0.5204703832813359,0.5719822684608379,2.2507005254157886e-07,1.2350025327218252e-05,0.033463941537154665,2.2192047565452537e-08,1.6041455262280346e-07,6.452107213401595e-10,1.6476989617690872e-09,4.744675796942327e-06,0.0008705803881649255,1.4038106515013834e-06,7.492203165683277e-10,2.846563778938496e-05
0.00022400600089280884,0.17867610349750518,0.0,0.0,0.0,0.0,0.42348010261049823,0.0003173227708950969,0.00029701352429079296,0.0367139508800004,7.796135135527805e-05,0.5220799771462015,0.5741596874558872,2.248618595533355e-07,1.2414076961985865e-05,0.03377800657963595,2.2400323885068597e-08,1.6181155709380459e-07,6.50829677031593e-10,1.6618558388968053e-09,4.793055317465765e-06,0.0008829828780940893,1.4238099148137877e-06,7.599175047223701e-10,2.888014443897094e-05
0.00022574014241363881,0.178928306380425,0.0,0.0,0.0,0.0,0.42144865141739307,0.0003165034553690523,0.00029676466287587483,0.03691102059608552,7.783328957074002e-05,0.5236737218792411,0.5763215084505673,2.2464884327594377e-07,1.2477721674037838e-05,0.03409190822721645,2.260849184724375e-08,1.6320413682014524e-07,6.564308357548123e-10,1.6759657035430429e-09,4.8413559223318115e-06,0.0008954295020938476,1.4438803471633942e-06,7.706529438807776e-10,2.929619650821706e-05
0.0002274742839344688,0.17917872402183985,0.0,0.0,0.0,0.0,0.4194333704611915,0.0003156879387827341,0.00029651289790979114,0.037107210322107675,7.770583126077988e-05,0.5252518178233807,0.5784679134236463,2.2443114419802166e-07,1.2540962218896009e-05,0.03440564017561338,2.2816547271210698e-08,1.6459225904248056e-07,6.620140657469187e-10,1.6900282566633229e-09,4.889575227392556e-06,0.0009079194551301137,1.4640206503931925e-06,7.814259374931368e-10,2.9713766253394287e-05
0.00022920842545529876,0.17942737839653958,0.0,0.0,0.0,0.0,0.41743406823109697,0.00031487620132539777,0.0002962583044197714,0.03730252655129372,7.757896915243403e-05,0.5268144609283878,0.5805990804422096,2.242088934677155e-07,1.2603801479284464e-05,0.03471919632049807,2.302448610880412e-08,1.6597588698338226e-07,6.675792190837726e-10,1.7040431587303843e-09,4.937710929059176e-06,0.0009204519434564408,1.4842295445479904e-06,7.922357987656809e-10,3.013282631604646e-05
0.00023094256697612874,0.17967428816779293,0.0,0.0,0.0,0.0,0.41545055587266894,0.0003140682230531688,0.0002960009559790274,0.03749697571694592,7.745269584473057e-05,0.5283618443789091,0.5827151851103894,2.2398221561562663e-07,1.2666242387271169e-05,0.0350325706825774,2.3232304394777294e-08,1.6735498173805963e-07,6.731261392846755e-10,1.7180100421425942e-09,4.985760782772629e-06,0.0009330261805987225,1.5045057613993847e-06,8.030818471824667e-10,3.055334958288969e-05
0.0002326767084969587,0.17991947449597406,0.0,0.0,0.0,0.0,0.41348264793502554,0.0003132639839868768,0.00029574092420777326,0.037690564174498974,7.732700442378705e-05,0.5298941578166477,0.5848163998778682,2.2375124090047292e-07,1.272828759629244e-05,0.035345757443312656,2.3439998270490498e-08,1.6872951565902307e-07,6.786547151473328e-10,1.7319286595275933e-09,5.033722581921359e-06,0.0009456413895960488,1.524848048059394e-06,8.139634104508182e-10,3.097530926535361e-05
0.0002344108500177887,0.18016295574882105,0.0,0.0,0.0,0.0,0.41153016131715314,0.0003124634642301636,0.0002954782795789317,0.037883298225976095,7.720188796439533e-05,0.5314115884377774,0.5869028950152548,2.2351609641944188e-07,1.2789939833874574e-05,0.0356587508944482,2.3647563950439686e-08,1.7009946099492103e-07,6.841648350517296e-10,1.7457987624574442e-09,5.081594192673128e-06,0.0009582967997460869,1.5452551617324407e-06,8.248798217013488e-10,3.139867879362445e-05
0.00023614499153861866,0.18040475186258517,0.0,0.0,0.0,0.0,0.40959291630766653,0.0003116666437079357,0.0002952130904115601,0.03807518409508445,7.707733970900323e-05,0.53291431991046,0.5889748376524295,2.23276897653744e-07,1.2851201913541521e-05,0.03597154548695757,2.3854997754715194e-08,1.7146478352666925e-07,6.896563613637781e-10,1.7596200324258495e-09,5.129373528147698e-06,0.0009709916502014365,1.5657258755142486e-06,8.358304225711924e-10,3.182343192986326e-05
0.00023787913305944864,0.1806448813442026,0.0,0.0,0.0,0.0,0.4076707360472171,0.0003108735023378749,0.00029494542347902037,0.03826622793970385,7.695335308656802e-05,0.5344025329351689,0.5910323922754269,2.2303375894252117e-07,1.2912076568791615e-05,0.03628413580510836,2.406229609180315e-08,1.7282545267975028e-07,6.951291711083308e-10,1.7733921873133646e-09,5.177058548591813e-06,0.0009837251882254747,1.5862589755794623e-06,8.468145617085403e-10,3.224954271318059e-05
0.0002396132745802786,0.18088336300970598,0.0,0.0,0.0,0.0,0.40576344672750275,0.00031008402012733515,0.00029467534402065614,0.03845643584641538,7.682992165974237e-05,0.535876405037509,0.5930757205428685,2.2278679807071757e-07,1.297256644185995e-05,0.03659651657564986,2.4269455464678698e-08,1.7418144504869022e-07,7.005831701451011e-10,1.7871150216231365e-09,5.224647282447197e-06,0.000996496669968249,1.6068532624329595e-06,8.578315954487269e-10,3.267698548810308e-05
0.00024134741610110858,0.1811202148042612,0.0,0.0,0.0,0.0,0.40387087671652994,0.0003092981770358066,0.0002944029160487118,0.03864581385084983,7.670703908041216e-05,0.5373361114788985,0.5951049820965508,2.225361279486139e-07,1.3032674178610033e-05,0.03690868262662517,2.4476472443491163e-08,1.7553273481450408e-07,7.060182546263609e-10,1.8007883047387879e-09,5.272137790520278e-06,0.0010093053579780682,1.6275075468971194e-06,8.688808856594609e-10,3.310573481827683e-05
0.00024308155762193856,0.18135545543263742,0.0,0.0,0.0,0.0,0.4019928580596545,0.00030851595308036385,0.0002941282014546474,0.038834367901710035,7.658469925202591e-05,0.5387818236953394,0.5971203331708014,2.2228185252223731e-07,1.3092402488015453e-05,0.03722062895659288,2.4683343711469106e-08,1.7687929381063076e-07,7.114343112621474e-10,1.8144117783231267e-09,5.319528203371079e-06,0.0010221505258687588,1.648220657637828e-06,8.799618037729577e-10,3.3535765645028365e-05
0.00024481569914276853,0.18158910173420834,0.0,0.0,0.0,0.0,0.40012922509277715,0.0003077373283804757,0.0002938512610411114,0.03902210389352895,7.646289611290709e-05,0.5402137107401747,0.5991219278770247,2.2202407579782558e-07,1.3151754050817341e-05,0.03753235066989253,2.489006602199119e-08,1.7822109827585277e-07,7.168312444813782e-10,1.8279852271935003e-09,5.3668167110490036e-06,0.0010350314541843716,1.668991434496191e-06,8.910737272119877e-10,3.3967053146316106e-05
0.0002465498406635985,0.18182117206905693,0.0,0.0,0.0,0.0,0.39827981549127395,0.00030696228319048656,0.0002935721540949969,0.03920902764067977,7.634162372908336e-05,0.5416319381929987,0.6011099172330231,2.217629067153376e-07,1.3210731376971402e-05,0.037843843025284395,2.5096636230842703e-08,1.795581302315184e-07,7.222089819712089e-10,1.841508501501931e-09,5.414001535919377e-06,0.0010479474338308903,1.6898187340225403e-06,9.022160423604357e-10,3.439957285536957e-05
0.0002482839821844285,0.1820516826791211,0.0,0.0,0.0,0.0,0.39644446901960556,0.00030619079785971934,0.00029329093873352264,0.0393951449075207,7.622087637405683e-05,0.5430366694611538,0.6030844503204986,2.2149844443477747e-07,1.3269337051879804e-05,0.03815510137729595,2.5303051257317887e-08,1.8089036353550902e-07,7.275674185842916e-10,1.8549813675083794e-09,5.4610809243388885e-06,0.0010608977621991394,1.7107014232243584e-06,9.133881412119272e-10,3.483330052850453e-05
0.00025001812370525846,0.18228065083139405,0.0,0.0,0.0,0.0,0.3946230277052187,0.00030542285273243655,0.00029300767168777026,0.0395804614035869,7.610064841977499e-05,0.5444280655991266,0.6050456741246469,2.2123078173688164e-07,1.3327573776754653e-05,0.03846612118390292,2.55093080893136e-08,1.8221777689434578e-07,7.329064686751806e-10,1.868403630251334e-09,5.508053232536758e-06,0.0010738817438654996,1.7316383806958864e-06,9.245894219738254e-10,3.5268212168453964e-05
0.00025175226522608843,0.18250809307701235,0.0,0.0,0.0,0.0,0.3928153364497011,0.00030465842815406247,0.0002927224084171927,0.03976498276839565,7.598093434956796e-05,0.5458062846726826,0.6069937329684022,2.209600180507162e-07,1.3385444034980495e-05,0.03877689803482018,2.5715403802091882e-08,1.8354035410502835e-07,7.382260670729767e-10,1.881775155135247e-09,5.5549168296555145e-06,0.001086898692719666,1.752628500049619e-06,9.35819290902701e-10,3.570428409531188e-05
0.0002534864067469184,0.18273402611774764,0.0,0.0,0.0,0.0,0.3910212426588347,0.0003038975045363516,0.00029243520298799194,0.0399487145799746,7.586172881372414e-05,0.5471714821442117,0.6089287688553335,2.206862462335302e-07,1.3442950351735308e-05,0.0390874276340112,2.5921335546679996e-08,1.8485807514512944e-07,7.435261332445782e-10,1.895095768432334e-09,5.601670120916724e-06,0.0010999479308278616,1.7736706880831192e-06,9.47077161327425e-10,3.614149291008549e-05
0.0002552205482677484,0.18295846533656004,0.0,0.0,0.0,0.0,0.3892405954765809,0.00030314006237827586,0.0002921461086319252,0.0401316623738395,7.574302644353703e-05,0.5485238116692833,0.6108509221784673,2.204095554080162e-07,1.3500095285999429e-05,0.039397705764274926,2.6127100526385887e-08,1.861709203659352e-07,7.488065881600327e-10,1.90836529629674e-09,5.648311560885321e-06,0.0011130287859162824,1.794763860720843e-06,9.583624514709529e-10,3.65798154076768e-05
0.00025695468978857835,0.1831814271744469,0.0,0.0,0.0,0.0,0.38747324663884486,0.0003023860821009366,0.00029185517708423756,0.040313831621167924,7.562482210255748e-05,0.5498634242092725,0.6127603309308234,2.2013003455126079e-07,1.3556881298131611e-05,0.039707728326357807,2.6332696022735983e-08,1.8747887445105463e-07,7.540673702145533e-10,1.92158360927933e-09,5.6948396465029725e-06,0.001126140594405272,1.8159069479068893e-06,9.696745870733312e-10,3.7019228680513855e-05
0.00025868883130940833,0.18340292696797064,0.0,0.0,0.0,0.0,0.38571905008412527,0.00030163554422836416,0.00029156245902748295,0.040495227738563885,7.550711072609143e-05,0.5511904684366548,0.6146571310648185,2.1984777165280569e-07,1.361331085678067e-05,0.04001749132041751,2.6538119383182678e-08,1.8878192280808776e-07,7.593084207153481e-10,1.9347505870672304e-09,5.741252925763975e-06,0.0011392826999882951,1.8370988913137076e-06,9.810130001699615e-10,3.745971007253408e-05
0.0002604229728302383,0.1836229802952983,0.0,0.0,0.0,0.0,0.3839778621093315,0.0003008884293369849,0.00029126800392100053,0.04067585608339351,7.538988731567644e-05,0.55250509057295,0.6165414563491336,2.1956285017306143e-07,1.3669386434864342e-05,0.04032699085304277,2.674336802575941e-08,1.9008004902922273e-07,7.645296736678347e-10,1.947866089909275e-09,5.78754998243739e-06,0.001152454454500469,1.8583386457424843e-06,9.923771298325889e-10,3.790123720518184e-05
0.0002621571143510683,0.18384160206235706,0.0,0.0,0.0,0.0,0.3822495407029118,0.00030014471799744917,0.000290971860353336,0.04085572197055661,7.52731469706038e-05,0.553807435082162,0.6184134389858573,2.1927535108302782e-07,1.372511044441979e-05,0.04063622310693082,2.6948439418971892e-08,1.9137323756382136e-07,7.697310665251043e-10,1.9609299842917018e-09,5.833729417132317e-06,0.0011656552155711235,1.879625175337776e-06,1.0037664201439415e-09,3.834378789869089e-05
0.00026389125587189825,0.18405880776013725,0.0,0.0,0.0,0.0,0.38053394671278606,0.00029940439088506273,0.00029067407537936897,0.04103483064243625,7.515688497340907e-05,0.5550976434577392,0.6202732085291552,2.1898535481778057e-07,1.3780485301095246e-05,0.04094518439285316,2.7153331116260088e-08,1.926614767403602e-07,7.749125523425548e-10,1.9739421773560393e-09,5.879789908390164e-06,0.001178884350763141,1.9009574602624804e-06,1.015180323780395e-09,3.878734031510848e-05
0.0002656253973927282,0.18427461143027823,0.0,0.0,0.0,0.0,0.3788309427692613,0.0002986674288187475,0.0002903746952663185,0.04121318729622784,7.504109657193503e-05,0.5563758553415691,0.6221208928822574,2.18692941926714e-07,1.383551344881012e-05,0.04125387110100199,2.7358040723732845e-08,1.9394475594370738e-07,7.800740884245419e-10,1.986902588696194e-09,5.92573018564947e-06,0.00119214123388017,1.92233449074308e-06,1.026618298815207e-09,3.92318728304157e-05
0.0002673595389135582,0.18448902829731836,0.0,0.0,0.0,0.0,0.3771403940997176,0.00029793381272821725,0.00029007376509710504,0.04139079706221284,7.492577714487308e-05,0.557642207677872,0.6239566175442436,2.1839818701576057e-07,1.3890197225641032e-05,0.041562279737432775,2.756256592433516e-08,1.9522306072374823e-07,7.852156166506589e-10,1.9998110962808726e-09,5.971548968986168e-06,0.0012054252481192313,1.943755272153187e-06,1.038079811441491e-09,3.967736414145468e-05
0.0002690936804343882,0.18470207180807388,0.0,0.0,0.0,0.0,0.3754621673118983,0.0002972035236537787,0.00028977132934077424,0.041567665035511264,7.481092223170804e-05,0.5588968359777213,0.6257805067350921,2.1810116141536903e-07,1.394453892542478e-05,0.0418704068691463,2.7766904441428615e-08,1.964963770894793e-07,7.903370807470986e-10,2.0126675792005703e-09,6.01724499342312e-06,0.0012187357814992677,1.9652188176419585e-06,1.0495643320290764e-09,4.012379311303626e-05
0.00027082782195521815,0.18491375675460323,0.0,0.0,0.0,0.0,0.3737961312809107,0.00029647654273878,0.00028946743105884683,0.041743796252268095,7.46965274449107e-05,0.5601398733978816,0.627592682575866,2.178019424805305e-07,1.399854103672276e-05,0.04217824916326779,2.7971054064773923e-08,1.9776470282967497e-07,7.954384718198345e-10,2.0254720421278237e-09,6.062817166121829e-06,0.0012320722302877234,1.986724153659865e-06,1.0610713380858066e-09,4.0571138894472585e-05
0.0002725619634760481,0.1851240965895771,0.0,0.0,0.0,0.0,0.3721421568565896,0.0002957528511515315,0.0002891621127189636,0.041919195697081434,7.458258841880177e-05,0.5613714510444491,0.6293932653595982,2.1750060001630622e-07,1.4052205803819943e-05,0.0424858033742704,2.817501264205752e-08,1.99028024486065e-07,8.005197357378469e-10,2.0382243731821893e-09,6.108264312753286e-06,0.0012454339981826429,2.0082703186393362e-06,1.0726003135366115e-09,4.10193808866303e-05
0.0002741226908447951,0.18531226371665074,0.0,0.0,0.0,0.0,0.3706637871884846,0.0002951043255623111,0.0002888861463397303,0.042076433615990116,7.448042946300246e-05,0.5624701797440075,0.6310039759431704,2.1722763251894935e-07,1.4100217569228518e-05,0.042762353231295895,2.8358410278542258e-08,2.0016072773854929e-07,8.050756333887441e-10,2.049656838392152e-09,6.149058901897039e-06,0.0012574807493965022,2.0276959893972e-06,1.082994753165613e-09,4.142354809118344e-05
