Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434)
0.0012292205810113753,0.11202750488549837,0.0,0.0,0.0,0.0,0.3152652398576294,0.6582925574547182,0.00020893268475143735,0.0005169718346769061,1.6014195250889323e-06,5.5447397375217e-07,5.071825347297458e-15,2.737765106590657e-06,0.0032632290065446514,0.013465763962982697,0.0037341690381859187,2.230956211893592e-07,3.260661480284586e-07,5.709685278663705e-07,4.152038484283429e-06,2.3548600221734106e-14,0.0028159660818695385,1.5629852257961348e-09,5.923831646426983e-09,4.1480047681911626e-08,0.00047331717356493245,7.405383797502056e-15,9.98753585812602e-15,2.1407979074943483e-10,7.984602490544413e-11,6.715405288366488e-10,1.243125412942036e-05,8.24394771769622e-12,5.981079813056002e-12,1.7445276273041377e-16,3.7280983157518044e-15,3.9754902988641806e-14,1.6423821223508626e-07,6.567680974173331e-14,8.307993956604194e-13,5.851801125781889e-13,6.743246345053938e-16,5.190502914745257e-08,3.1148955338795053e-19
0.0012486927556697816,0.11202168353674667,0.0,0.0,0.0,0.0,0.3148238899435438,0.6579085518508265,0.00021063957752454952,0.0005251428923099223,1.6136444759763086e-06,5.636529887216014e-07,5.1106409421390945e-15,2.789929154097178e-06,0.003323343058836716,0.013920190522011978,0.00383563523688192,2.257314108461046e-07,3.3350174996408407e-07,5.860886575741077e-07,4.25974189024731e-06,2.4159448280033144e-14,0.002934305946418242,1.6007113974596967e-09,6.0544064201637025e-09,4.338370015319094e-08,0.0005012493152153235,7.864028725158206e-15,1.0507548050397913e-14,2.2857745389192114e-10,8.617363651687888e-11,7.231791619119973e-10,1.3540866523621023e-05,8.979801599415616e-12,6.5685164252703454e-12,1.93037880766263e-16,4.124537082522144e-15,4.3982362508331475e-14,1.8042624454383993e-07,7.211186108205762e-14,9.271603757157437e-13,6.369728589997713e-13,7.332352795486972e-16,5.3540882896081136e-08,3.3905899706196847e-19
0.0012681649303281878,0.11201582373237132,0.0,0.0,0.0,0.0,0.3143757082904301,0.6575169621917006,0.00021233234513850819,0.0005333446346897106,1.6257290872773348e-06,5.728852777065409e-07,5.149017633835338e-15,2.8424711110859656e-06,0.0033832481257043087,0.01438382960059044,0.0039378435578671656,2.2836596799839086e-07,3.4102500556379494e-07,6.013733124041296e-07,4.368474832258551e-06,2.477613543333814e-14,0.0030556950094821397,1.638830198840088e-09,6.186231961101675e-09,4.5345308859745766e-08,0.0005303598921993516,8.344019150904555e-15,1.1048582821413868e-14,2.4380870182926377e-10,9.290026133167721e-11,7.779971590188632e-10,1.4730845029539652e-05,9.768951312944735e-12,7.203563926265304e-12,2.1329314688639846e-16,4.556511264268549e-15,4.8588757038763465e-14,1.9789718493397653e-07,7.905161714458453e-14,1.032875413083548e-12,6.929002621020731e-13,7.967929256519307e-16,5.523363461494701e-08,3.6882935170670275e-19
0.001287637104986594,0.11200992776576078,0.0,0.0,0.0,0.0,0.3139206860537747,0.6571177266112102,0.00021401100996367082,0.0005415771355649343,1.6376730776119039e-06,5.82171403139052e-07,5.18695483814546e-15,2.895390198262528e-06,0.0034429302568024663,0.014856760186196829,0.00404075760862037,2.3099950684651366e-07,3.486358347485151e-07,6.168212199933591e-07,4.478221854499609e-06,2.5398574022936275e-14,0.0031801625307992572,1.6773393186153774e-09,6.31930059861875e-09,4.736567767084235e-08,0.0005606775120993924,8.84603169141176e-15,1.1611249711214318e-14,2.5979722953203905e-10,1.0004452564650899e-10,8.361427335918045e-10,1.6005659713140558e-05,1.0614361240656782e-11,7.889258271947362e-12,2.353412580067343e-16,5.026622686192322e-15,5.3601831370913946e-14,2.167281053609762e-07,8.652576714410706e-14,1.1486793663230825e-12,7.53263310759034e-13,8.653340832640429e-16,5.6986626216612456e-08,4.0096083628579164e-19
0.0013071092796450002,0.11200399796874999,0.0,0.0,0.0,0.0,0.3134588152188558,0.6567107838023701,0.00021567559211965306,0.0005498404306082779,1.6494761502154303e-06,5.91511894227798e-07,5.224451942590885e-15,2.948685615980599e-06,0.003502375793085919,0.015339060728135798,0.004144340498297046,2.336322382267382e-07,3.5633411552173245e-07,6.324310810603416e-07,4.588967195673395e-06,2.6026674657566443e-14,0.0033077373714676854,1.7162362839827018e-09,6.453604114602338e-09,4.944559876010249e-08,0.0005922307489521384,9.370754208593346e-15,1.2196168281366646e-14,2.7656692023689386e-10,1.0762558810428703e-10,8.977687205599253e-10,1.73699493954653e-05,1.1519107677049657e-11,8.628772963839663e-12,2.593118637872517e-16,5.537619970702518e-15,5.905089568064499e-14,2.3699917521802278e-07,9.456512822115351e-14,1.2753511391210138e-12,8.183827894984948e-13,9.392175436156376e-16,5.880339169653417e-08,4.356242070469023e-19
0.0013265814543034064,0.11199803671059741,0.0,0.0,0.0,0.0,0.3129900886070545,0.6562960730419667,0.00021732610961727473,0.0005581345158638542,1.6611379942005018e-06,6.00907245224297e-07,5.2615083115330124e-15,3.0023565410211945e-06,0.0035615713656378337,0.01583080910522767,0.00424855486064031,2.3626436925480458e-07,3.641196823260158e-07,6.482015680746304e-07,4.70069477936064e-06,2.6660346158730355e-14,0.003438447987605846,1.755518454504534e-09,6.5891337237832325e-09,5.158585175994924e-08,0.000625048118322365,9.918885639406705e-15,1.2803968030745516e-14,2.941418255197966e-10,1.1566313894448065e-10,9.63032625196872e-10,1.882852415036549e-05,1.248638048514999e-11,9.425422145848547e-12,2.853418274758555e-16,6.092404012586082e-15,6.496688391366097e-14,2.5879371072486736e-07,1.0320165742185093e-13,1.4137154180074052e-12,8.886003820489836e-13,1.0188256452506817e-15,6.068766351344178e-08,4.730013449308619e-19
0.0013460536289618126,0.11199204639676766,0.0,0.0,0.0,0.0,0.3125144998827793,0.655873534215849,0.00021896257853772197,0.0005664593462773079,1.6726582863192452e-06,6.103579137521443e-07,5.298123292911606e-15,3.0564021184892716e-06,0.003620503894077289,0.016332082592357616,0.0043533628772443244,2.388961031278497e-07,3.7199232411568903e-07,6.641313254770616e-07,4.813388217692911e-06,2.7299495581524304e-14,0.0035723224240272826,1.7951830082320489e-09,6.725880029507681e-09,5.3787203514915834e-08,0.0006591580520309311,1.0491136064191215e-14,1.3435288285833573e-14,3.1254614200092316e-10,1.2417740183382437e-10,1.0320966783139039e-09,2.0386367667195606e-05,1.3519484663363633e-11,1.0282663513333101e-11,3.1357548760188477e-16,6.69403346983636e-15,7.138241233743958e-14,2.8219822176293023e-07,1.1246846230761623e-13,1.564644421767489e-12,9.642798363579973e-13,1.1045656139851519e-15,6.264337892196694e-08,5.132858757001555e-19
0.0013655258036202188,0.11198602946787328,0.0,0.0,0.0,0.0,0.31203204356081843,0.6554431078451315,0.00022058501315510326,0.0005748148341453423,1.6840366920441762e-06,6.198643190429865e-07,5.334296222812979e-15,3.110821459495543e-06,0.003679160584768157,0.016842957825831735,0.0044587263013839,2.4152763870416515e-07,3.799517827442038e-07,6.802189674405777e-07,4.927030794372011e-06,2.7944028118332366e-14,0.003709388307812693,1.835226937186444e-09,6.863833009186e-09,5.6050406931813096e-08,0.0006945888724465996,1.1088226404630944e-14,1.4090778086776645e-14,3.318041905532777e-10,1.3318913015449943e-10,1.105127873038753e-09,2.2048639464477392e-05,1.4621841813496053e-11,1.1204101233618685e-11,3.4416492216570906e-16,7.34573030705144e-15,7.833183865374553e-14,3.073024560333974e-07,1.2239981014439601e-13,1.7290596661960198e-12,1.0458081597201427e-12,1.196870938511736e-15,6.467468620343208e-08,5.566838060947425e-19
0.001384997978278625,0.11197998839836153,0.0,0.0,0.0,0.0,0.31154271501445713,0.6550047351130326,0.00022219342604017837,0.000583200847719435,1.6952728667859076e-06,6.294268403162831e-07,5.370026430525842e-15,3.1656136304666367e-06,0.003737528928560474,0.017363510767520435,0.004564606482104007,2.4415917033873773e-07,3.879977507669917e-07,6.96463078771561e-07,5.041605475058854e-06,2.8593847157747754e-14,0.0038496728418953444,1.8756470316888696e-09,7.002981963892036e-09,5.837620109462594e-08,0.0007313687665089092,1.1710888622635443e-14,1.4771096030844854e-14,3.5194039112783487e-10,1.4271960942697952e-10,1.1822980197429613e-09,2.3820676953127803e-05,1.5796991509008806e-11,1.219348861613335e-11,3.772702112636293e-16,8.050885302851886e-15,8.58513207274623e-14,3.3419944029584843e-07,1.3303113556626033e-13,1.9079337289607767e-12,1.1335968689455072e-12,1.296202812100063e-15,6.678595101162859e-08,6.034141892835729e-19
0.0014044701529370312,0.11197392569540321,0.0,0.0,0.0,0.0,0.3110465104839584,0.6545583578928311,0.00022378782826773836,0.0005916172096518112,1.7063664576626676e-06,6.390458149637787e-07,5.4053132453860485e-15,3.2207776525493207e-06,0.00379559669843316,0.017893816667686493,0.004670964388889542,2.467908874170112e-07,3.961298700255317e-07,7.128622111869348e-07,5.1570948776855115e-06,2.924885411619519e-14,0.003993202798450437,1.9164398764163425e-09,7.143315506069553e-09,6.076530951905903e-08,0.0007695257592822755,1.2359865176681117e-14,1.5476910134810834e-14,3.729792404061248e-10,1.5279064898802434e-10,1.263783763344313e-09,2.570799732866694e-05,1.7048592549861895e-11,1.3254730788850058e-11,4.1305970277527958e-16,8.813063623067771e-15,9.39788760167602e-14,3.6298551862699384e-07,1.4439904669509624e-13,2.1022920273044944e-12,1.22808329419795e-12,1.4030516383179893e-15,6.898176218232273e-08,6.537098188842854e-19
0.0014239423275954374,0.111967843897548,0.0,0.0,0.0,0.0,0.3105434270860074,0.6541039187763118,0.00022536822924611752,0.0006000636957017013,1.717317102461522e-06,6.487215370344494e-07,5.440155994640998e-15,3.2763124880700236e-06,0.0038533519466302734,0.018433950026597996,0.004777760636557826,2.4942297416018876e-07,4.0434772896910205e-07,7.294148855899296e-07,5.273481296417355e-06,2.990894857383418e-14,0.0041400045123252465,1.9576018370555396e-09,7.28482151512334e-09,6.321844101938917e-08,0.0008090876873622939,1.3035909486108344e-14,1.6208897613177525e-14,3.949452870302368e-10,1.634245868365869e-10,1.3497666460444944e-09,2.7716299300451004e-05,1.838042410927713e-11,1.4391887173056713e-11,4.517102723234413e-16,9.636010269050364e-15,1.0275443967164542e-13,3.937603873574139e-07,1.565413295640936e-13,2.313214578517782e-12,1.3297318805960173e-12,1.5179385346561253e-15,7.126693841757671e-08,7.078179217905084e-19
0.0014434145022538436,0.1119617455734033,0.0,0.0,0.0,0.0,0.31003346282339184,0.6536413611036795,0.00022693463743291814,0.000608540033188508,1.7281244357961657e-06,6.584542553203572e-07,5.474554024442964e-15,3.3322170406466055e-06,0.003910783001735629,0.018983984554600708,0.004884955510571964,2.520556093171839e-07,4.126508617726611e-07,7.461195861573673e-07,5.390746651630157e-06,3.057402799085008e-14,0.004290103874154025,1.999129046437871e-09,7.427487095933664e-09,6.573628684777327e-08,0.0008500821717322792,1.3739784982156945e-14,1.6967744736986875e-14,4.1786310216599637e-10,1.7464427425271448e-10,1.4404330902246203e-09,2.9851464623034758e-05,1.9796386749281104e-11,1.5609173649096678e-11,4.934075889061238e-16,1.052365564811151e-14,1.1221992393482854e-13,4.266271267712612e-07,1.6949695090126148e-13,2.5418377755144756e-12,1.4390356713261842e-12,1.6414170536066079e-15,7.364653283193435e-08,7.66000947615063e-19
0.0014628866769122498,0.11195563332062046,0.0,0.0,0.0,0.0,0.30951661659582963,0.6531706289936088,0.00022848705904694193,0.0006170458997605332,1.7387880783353265e-06,6.682441720165827e-07,5.5085066665074066e-15,3.388490143593251e-06,0.003967878465443675,0.019543993131213258,0.004992508992994592,2.546889654492335e-07,4.2103874474012184e-07,7.629747643917161e-07,5.508872533846102e-06,3.1243987956640787e-14,0.004443526323547086,2.0410174183927783e-09,7.571298615827168e-09,6.831952292355928e-08,0.0008925365906444311,1.447226597641916e-14,1.7754146506939314e-14,4.4175726813630854e-10,1.8647308497134648e-10,1.5359744872178704e-09,3.211955945818136e-05,2.1300503323939757e-11,1.691096532567533e-11,5.383463674945959e-16,1.148012086522337e-14,1.2241927457022813e-13,4.6169222901492693e-07,1.8330605901397966e-13,2.789356119889922e-12,1.5565175155900542e-12,1.7740745747736948e-15,7.612584139304493e-08,8.285372116676654e-19
0.001482358851570656,0.11194950976358506,0.0,0.0,0.0,0.0,0.30899288821106463,0.6526916673753413,0.000230025501006095,0.0006255809220475573,1.7493076626817226e-06,6.780914406739749e-07,5.542013322459731e-15,3.4451305473721518e-06,0.004024627208680455,0.020114047762014912,0.005100380787640816,2.5732320991355613e-07,4.295107965608723e-07,7.79978831789806e-07,5.627840134722255e-06,3.191872179841227e-14,0.004600296841909894,2.083262568934586e-09,7.716241466334089e-09,7.096880527305625e-08,0.0009364780518569554,1.5234136301038676e-14,1.8568806560414913e-14,4.666523132196138e-10,1.9893489261676208e-10,1.6365871176872638e-09,3.4526835503832157e-05,2.2896919728049477e-11,1.8301796933999925e-11,5.867306330989315e-16,1.250972325566245e-14,1.3339852986080517e-13,4.990656225884753e-07,1.980099829867238e-13,3.0570239754734616e-12,1.682732022730155e-12,1.9165345922906623e-15,7.871040319334521e-08,8.95721935104272e-19
0.0015018310262290622,0.11194337755437382,0.0,0.0,0.0,0.0,0.30846227839666435,0.6522044220203361,0.00023154996507600005,0.0006341446740025269,1.759682781782497e-06,6.879961649945249e-07,5.575073299516991e-15,3.502136943074931e-06,0.004081018369136586,0.020694219535714032,0.005208530348670121,2.599585011404911e-07,4.380663731300246e-07,7.971301617168906e-07,5.747630286674012e-06,3.2598120805906207e-14,0.00476043994512653,2.1258599764219453e-09,7.862300545642664e-09,7.3684773758581e-08,0.0009819333649709657,1.6026190127321917e-14,1.9412436655744287e-14,4.925727762383139e-10,2.1205407725188604e-10,1.7424722984867529e-09,3.7079730956134435e-05,2.458990553511827e-11,1.978636855544224e-11,6.38773961937511e-16,1.3616981444519758e-14,1.4520587456109303e-13,5.388606925143212e-07,2.136512297336505e-13,3.3461572600300645e-12,1.81826607834285e-12,2.069457277610642e-15,8.14060163532253e-08,9.678675196632428e-19
0.0015193559834216278,0.11193785337781523,0.0,0.0,0.0,0.0,0.3079788472947811,0.6517587744921471,0.000232910036086164,0.0006418762195822255,1.7688965688155574e-06,6.969595850344413e-07,5.604444933239334e-15,3.553754413616429e-06,0.004131455912605941,0.02122508226779662,0.005306068749518323,2.623312864573178e-07,4.458372241522606e-07,8.126908932433677e-07,5.856128553255922e-06,3.321347702589597e-14,0.004907472179516264,2.164494681204272e-09,7.994694310534438e-09,7.618667353849583e-08,0.0010241593858196353,1.6765509788124616e-14,2.019706798274942e-14,5.167980447960651e-10,2.2444395069753333e-10,1.8424472959895634e-09,3.950731347457832e-05,2.6199788441368984e-11,2.1206643461144892e-11,6.889258758564645e-16,1.4683810573516894e-14,1.5658210043979412e-13,5.768433001405785e-07,2.285658403304835e-13,3.6258686849495043e-12,1.948728751956144e-12,2.216611707876034e-15,8.393200760302488e-08,1.0373135848619665e-18
0.0015351284448949368,0.1119328791042984,0.0,0.0,0.0,0.0,0.3075389962376766,0.6513518862180578,0.0002341244267307104,0.0006488538568231177,1.7770884527682402e-06,7.050664924069749e-07,5.6305693889959446e-15,3.600461715846612e-06,0.004176588469188977,0.02170995561860359,0.005393992764576945,2.644677146620915e-07,4.5288788526501017e-07,8.267953553953754e-07,5.954321092234216e-06,3.377038352654264e-14,0.005042167748517979,2.1995033965653136e-09,8.114600174685841e-09,7.84853573221932e-08,0.001063245327283271,1.745284707902573e-14,2.092423577836158e-14,5.393424828658024e-10,2.3608257724016265e-10,1.936346077767995e-09,4.180166962011908e-05,2.7721320546747003e-11,2.255619777335048e-11,7.368914718929786e-16,1.5703972566422186e-14,1.6746068722449553e-13,6.128580274791146e-07,2.4269534080236946e-13,3.894296447343723e-12,2.073424580517655e-12,2.3572258028629614e-15,8.629028459877622e-08,1.1036899284252983e-18
0.0015509009063682459,0.1119279039455231,0.0,0.0,0.0,0.0,0.3070946346524994,0.650939469499891,0.00023532965082469662,0.0006558494091152057,1.7851848603804019e-06,7.132111093755421e-07,5.656399761256231e-15,3.647406484798411e-06,0.004221467951768864,0.02220158997990671,0.005482026240437461,2.6660509148196414e-07,4.5999199366539664e-07,8.409934143846803e-07,6.053017969235238e-06,3.4330150422034427e-14,0.0051791180960334025,2.2347341916831137e-09,8.235208268434317e-09,8.082886681493655e-08,0.0011033710540570279,1.8161431827771204e-14,2.1671702134423666e-14,5.626029498922105e-10,2.481974661596404e-10,2.0340783754193735e-09,4.420362872486031e-05,2.931421095368173e-11,2.3976150448936524e-11,7.876701185380975e-16,1.6783805499362157e-14,1.7897558030593038e-13,6.506746290282084e-07,2.575192313612664e-13,4.1793578336819605e-12,2.2053954711979177e-12,2.5060116504578505e-15,8.873257723722756e-08,1.1739388345880686e-18
0.001566673367841555,0.11192292935258573,0.0,0.0,0.0,0.0,0.3066457647507102,0.6505214972897077,0.00023652571163170245,0.000662862543868001,1.793185614113165e-06,7.21393386102615e-07,5.6819358753454e-15,3.6945877449985186e-06,0.004266089080562402,0.022700021161443422,0.005570147264725944,2.687434901800956e-07,4.671490820199429e-07,8.552841136983e-07,6.152208137466843e-06,3.489271505973586e-14,0.005318335322281908,2.27018384192078e-09,8.356507896002365e-09,8.321749702095521e-08,0.001144550115826268,1.8891702930268796e-14,2.2439859835281438e-14,5.865921135642156e-10,2.6080247903668025e-10,2.1357604832504663e-09,4.6716972798559085e-05,3.0980967751133054e-11,2.5469311531010294e-11,8.413947392718832e-16,1.7926119858940623e-14,1.9115674955422541e-13,6.903600588458492e-07,2.7306233603559773e-13,4.481877660324429e-12,2.345024565653113e-12,2.6634014062050395e-15,9.126246475677947e-08,1.2482642506990358e-18
0.001578974756505744,0.11191905086075474,0.0,0.0,0.0,0.0,0.306292550842301,0.6501916356965961,0.00023745219111677397,0.0006683442608663566,1.7993590787159272e-06,7.278010693201287e-07,5.701647730487068e-15,3.7315493381504002e-06,0.004300707704684978,0.023093502198329462,0.0056389219849602296,2.704120389077865e-07,4.727675498543335e-07,8.664935079656481e-07,6.22990455734454e-06,3.533337625938038e-14,0.0054284958841501006,2.2979821299124236e-09,8.451586848965288e-09,8.511196358695695e-08,0.0011774065626505455,1.9476599351344053e-14,2.3053583850106667e-14,6.058160131366625e-10,2.7098271830024925e-10,2.2178830806674544e-09,4.875699586472943e-05,3.23338355691945e-11,2.6686544218929417e-11,8.854291788547975e-16,1.8862278016749408e-14,2.0113955408424823e-13,7.22652995641945e-07,2.8570032004547194e-13,4.730488001751785e-12,2.459496640652061e-12,2.792414736772461e-15,9.329877581165484e-08,1.3091984325180274e-18
0.0015912761451699331,0.11191517429798163,0.0,0.0,0.0,0.0,0.30593659760502045,0.6498583661225011,0.00023837309241775948,0.0006738362758875186,1.8054740951301204e-06,7.34231572372407e-07,5.721180201062542e-15,3.768653763632861e-06,0.004335163616342589,0.023491155700868512,0.005707726157690941,2.7208127877961766e-07,4.784176923668094e-07,8.777582120066736e-07,6.307889000701719e-06,3.577567100830517e-14,0.005540048141435687,2.3259102692461023e-09,8.547075501112213e-09,8.703419353288199e-08,0.0012109181355723314,2.0075171375549938e-14,2.3680323782002348e-14,6.254969743515284e-10,2.8147644042243236e-10,2.3025377523707124e-09,5.086898806121098e-05,3.3734430651858565e-11,2.7951468370047766e-11,9.314063548450182e-16,1.9839629428450806e-14,2.1156162648603698e-13,7.561574443827371e-07,2.988033971824599e-13,4.990655411540589e-12,2.579066949088303e-12,2.927158155561676e-15,9.539243010411624e-08,1.3728464342792601e-18
0.0016035775338341222,0.11191130036372696,0.0,0.0,0.0,0.0,0.30557790663196266,0.6495216762953847,0.00023928841803465506,0.0006793383997574168,1.8115305929253928e-06,7.406848396139757e-07,5.7405332696069915e-15,3.805900476891923e-06,0.0043694544419653585,0.02389299801981462,0.005776549325170946,2.7375124093552785e-07,4.840992487613008e-07,8.890777336964421e-07,6.386155905128615e-06,3.6219567758921884e-14,0.005652997559102525,2.3539664843777656e-09,8.642967979841535e-09,8.898430914413262e-08,0.0012450910205248867,2.0687630002794173e-14,2.4320269339122995e-14,6.456408546514293e-10,2.9229043571690214e-10,2.389782186187168e-09,5.305484598231701e-05,3.518401075031216e-11,2.926550722430236e-11,9.793951908941006e-16,2.0859630889255584e-14,2.2243850142295192e-13,7.909070735386092e-07,3.123839604729903e-13,5.2628092250534705e-12,2.703939942779975e-12,3.0678626376299203e-15,9.754527509011948e-08,1.4393170860603359e-18
0.0016133803796988294,0.11190821561726597,0.0,0.0,0.0,0.0,0.3052901106608314,0.6492509149007654,0.00024001384097042605,0.0006837300889648702,1.8163149975382752e-06,7.458436364849122e-07,5.7558270380390835e-15,3.835683571105847e-06,0.004396660681667234,0.02421623171008427,0.005831400388448571,2.750825522170862e-07,4.886491285764862e-07,8.98137060889714e-07,6.448724516097494e-06,3.657443043583043e-14,0.005744009656802811,2.376414982445382e-09,8.719669784246346e-09,9.055838728368818e-08,0.0012728005825653132,2.1185777617113068e-14,2.4839816962403987e-14,6.620287715704721e-10,3.0114190084103536e-10,2.4611997713767132e-09,5.48509026710862e-05,3.637508909392336e-11,3.034878924980692e-11,1.0191243703508071e-15,2.1703990770819274e-14,2.3144240699217846e-13,8.195130092886263e-07,3.2355641245234486e-13,5.488561349528796e-12,2.8073864755929445e-12,3.1844146668477347e-15,9.930449781692622e-08,1.4943823011165757e-18
0.0016231832255635366,0.11190513334182156,0.0,0.0,0.0,0.0,0.3050005782086955,0.648977967802546,0.00024073572280490488,0.0006881279664362809,1.8210621271321837e-06,7.510168126255674e-07,5.771006763890184e-15,3.865556450285191e-06,0.004423759439674166,0.02454214377960855,0.005886251567114929,2.7641435337491906e-07,4.932186404543724e-07,9.072306496986019e-07,6.511466231055947e-06,3.693027488666016e-14,0.0058359151014394555,2.3989430058640928e-09,8.796622003218492e-09,9.215031888011084e-08,0.0013009370340781418,2.169299019201932e-14,2.536796872366641e-14,6.78717427644639e-10,3.1020466106811273e-10,2.5343293517815796e-09,5.66960774883272e-05,3.759874076313978e-11,3.146493406193097e-11,1.0602124487591747e-15,2.257715572710404e-14,2.407534779992689e-13,8.489489681687654e-07,3.350465025837134e-13,5.72243328280458e-12,2.9144442834234075e-12,3.3050278436134795e-15,1.0110349491901477e-07,1.5513698177149698e-18
0.0016329860714282439,0.11190205389418115,0.0,0.0,0.0,0.0,0.30470931030343473,0.6487028290294928,0.00024145406190181326,0.0006925319230855272,1.8257719213703627e-06,7.562043269379505e-07,5.786072368440894e-15,3.89551882049264e-06,0.00445074956699948,0.02487074222684041,0.0059410975584960534,2.7774665664260795e-07,4.97807635333394e-07,9.163582417126301e-07,6.574378159905307e-06,3.728708472001825e-14,0.0059287165445179755,2.421549687345651e-09,8.873821741846063e-09,9.376016320022776e-08,0.0013295033963304716,2.2209376980295645e-14,2.590482177963816e-14,6.957097846685578e-10,3.194822543991702e-10,2.6092012618081637e-09,5.859137067497408e-05,3.8855629080746695e-11,3.261470117453081e-11,1.1026967235687647e-15,2.3479913895640308e-14,2.5038011881782806e-13,8.792327430644131e-07,3.468607407031763e-13,5.964658047401975e-12,3.025226250242333e-12,3.429829833580811e-15,1.0294326310769011e-07,1.6103397241345962e-18
0.001642788917292951,0.11189897763333836,0.0,0.0,0.0,0.0,0.30441630804088377,0.6484254926846689,0.0002421688584565039,0.0006969418459736863,1.830444334704518e-06,7.614061346400822e-07,5.801023822922941e-15,3.92557039368278e-06,0.004477629928664917,0.0252020349637165,0.005995933057291118,2.790794745434468e-07,5.02415959474978e-07,9.255195791819752e-07,6.637457404081138e-06,3.764484349649785e-14,0.006022416603240785,2.4442341439154377e-09,8.951266061828927e-09,9.538797946738732e-08,0.0013585026563459448,2.273504841844583e-14,2.6450473734622313e-14,7.130087848197779e-10,3.2897825630339146e-10,2.6858461921217426e-09,6.053779436139011e-05,4.014642525415899e-11,3.37988610090917e-11,1.1466152221500889e-15,2.441306877757984e-14,2.6033089765278275e-13,9.103823486748942e-07,3.5900570560397704e-13,6.215473419075308e-12,3.13984840700807e-12,3.558951920803196e-15,1.0482481826797035e-07,1.6713537837719295e-18
0.0016525917631576583,0.11189590491713892,0.0,0.0,0.0,0.0,0.3041215725844401,0.6481459529462014,0.00024288011282983129,0.0007013576182394778,1.8350793235194695e-06,7.66622186874435e-07,5.815861107701412e-15,3.955710874948649e-06,0.004504399404338088,0.025536029814457274,0.006050752757586621,2.804128192491189e-07,5.07043454264552e-07,9.347144042474258e-07,6.700701065845872e-06,3.80035347813818e-14,0.006117017860099829,2.4669954693766244e-09,9.028951948357378e-09,9.703382472415577e-08,0.0013879377658629613,2.3270115115072153e-14,2.700502248797527e-14,7.306173467698321e-10,3.3869626136020186e-10,2.764295109737119e-09,6.253637251257847e-05,4.147180833908708e-11,3.5018194604552554e-11,1.1920067051785246e-15,2.5377439310678083e-14,2.706145473186357e-13,9.424160209642717e-07,3.7148804436300207e-13,6.475121957553217e-12,3.2584299235968846e-12,3.692528996986654e-15,1.0674919683012323e-07,1.7344754308469754e-18
0.0016623946090223655,0.11189283610510765,0.0,0.0,0.0,0.0,0.3038251051652481,0.6478642040683048,0.00024358782426641957,0.0007057791190043278,1.8396768362577458e-06,7.718524306130536e-07,5.8305841807446044e-15,3.985939949114887e-06,0.0045310568885860375,0.025872734514175977,0.006105551354428492,2.817467017708533e-07,5.116899558285815e-07,9.439424525312323e-07,6.764106195062262e-06,3.8363141842764316e-14,0.006212522862615677,2.4898327251768056e-09,9.106876276711824e-09,9.869775438539268e-08,0.0014178116403983935,2.381468828722876e-14,2.7568566222512108e-14,7.485383650790563e-10,3.4863989186361763e-10,2.8445792932473982e-09,6.458814088240925e-05,4.283246520918182e-11,3.6273493707606305e-11,1.2389106716369234e-15,2.63738599710614e-14,2.81239966324669e-13,9.75352216373395e-07,3.8431447157399346e-13,6.743851042262096e-12,3.381093044876616e-12,3.830699483545938e-15,1.0871745293937795e-07,1.799769736376498e-18
0.0016721974548870727,0.11188977155791673,0.0,0.0,0.0,0.0,0.3035269070832902,0.6475802403829747,0.000244291991614275,0.0007102062233328131,1.8442368187172647e-06,7.770968086358008e-07,5.845192994521935e-15,4.016257288388866e-06,0.004557601290370522,0.026212156706642155,0.006160323544264639,2.830811323000602e-07,5.163552951377923e-07,9.532034553599771e-07,6.8276698032367895e-06,3.87236477311992e-14,0.006308934123023929,2.5127449506757e-09,9.185035847495087e-09,1.0037982202399629e-07,0.0014481271583451842,2.4368879526166025e-14,2.8141203390107074e-14,7.667747144820016e-10,3.58812792663853e-10,2.9267303186370285e-09,6.66941469664056e-05,4.422909052472411e-11,3.7565561088598536e-11,1.287367364003346e-15,2.740318088440118e-14,2.922162200604596e-13,1.0092096108394695e-06,3.9749176849887795e-13,7.021912908348088e-12,3.5079632107699313e-12,3.973605474558441e-15,1.1073065830615629e-07,1.867303472082029e-18
