Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491)
0.0006058748770492961,0.11218213450468487,0.0,0.0,0.0,0.0,0.3258782770348308,0.6669696960199899,0.00014641521623060677,0.0002696747560817937,1.1354638346746523e-06,2.842128478184638e-07,3.594796497268162e-15,1.2719807861472548e-06,0.0013271038211495805,0.003295645709285655,0.001062791232160899,1.3664154839936334e-07,1.33125421457656e-07,1.8009196588284055e-07,1.324743313330537e-06,7.5133815494115e-15,0.0004452011067085112,5.712026602488115e-10,2.4312855680380712e-09,5.932597881643968e-09,3.691228114176798e-05,5.432041422578838e-16,1.3256485571523983e-15,1.045791667682737e-11,2.889051735347553e-12,2.7590157333484138e-11,2.869128479328427e-07,1.9026997905001862e-13,9.799329640824224e-14,2.0974290443865494e-18,4.485880131526307e-17,4.783557576437581e-16,1.8363983424471454e-09,7.370239421854178e-16,4.839075737223606e-15,2.159591339321711e-14,2.576454198153354e-17,1.7219866878612772e-08,1.1495013244340893e-20,7.219321890072889e-17,1.1501118350316858e-07,1.7530329121949067e-14,1.2845863163164748e-12,3.8939274332517424e-10
0.0006152225390481897,0.1121803918810826,0.0,0.0,0.0,0.0,0.32576766486030867,0.6668857997188425,0.0001474796167550031,0.0002732328855987015,1.1435922534622084e-06,2.8801496275900393e-07,3.620541756827159e-15,1.2910240997244792e-06,0.0013547623973879552,0.003392305042443294,0.0010925646732888902,1.379935172848218e-07,1.3541475544140378e-07,1.8455539086901693e-07,1.3574354929890996e-06,7.698797713451342e-15,0.00046330824877494574,5.829379647616776e-10,2.473724620970517e-09,6.176665053110518e-09,3.896892732716945e-05,5.737693726285429e-16,1.3772928798095832e-15,1.1121195686157027e-11,3.0957329262424635e-12,2.9475160891038506e-11,3.107573429950098e-07,2.0608276558049476e-13,1.0691685538275275e-13,2.301749732327346e-18,4.923116896969949e-17,5.249808831633358e-16,2.0267371499593613e-09,8.134271253256621e-16,5.411185194326243e-15,2.2996700892965255e-14,2.7426867200705867e-17,1.7570610357278557e-08,1.2240625351352421e-20,7.792127411616311e-17,1.2419323407396396e-07,1.8929883415294315e-14,1.3684051395904e-12,4.3023242960186866e-10
0.0006245702010470832,0.11217862904671594,0.0,0.0,0.0,0.0,0.32565563716140095,0.6668006580468878,0.00014853924368795154,0.0002767934777557584,1.1516798929031675e-06,2.9182175711643754e-07,3.646158235650079e-15,1.3101559491706983e-06,0.0013825138157700404,0.0034904692025513545,0.001122695261551461,1.39342791040957e-07,1.3772077294852238e-07,1.8906284359975255e-07,1.3904420319790631e-06,7.885996790334002e-15,0.00048185893851323733,5.947692505935737e-10,2.5164636928466067e-09,6.427345545451101e-09,4.1107725770699254e-05,6.055955391921108e-16,1.430449356491765e-15,1.1816226454157817e-11,3.3140877915304824e-12,3.146083584395377e-11,3.3619598649766315e-07,2.2295273235901329e-13,1.1650889626265496e-13,2.5226612415389962e-18,5.3958645143921155e-17,5.753927394925049e-16,2.233211011361732e-09,8.963036355163968e-16,6.040243680432874e-15,2.4469979836184188e-14,2.917428391273925e-17,1.792441378537783e-08,1.302482374082652e-20,8.401110779879055e-17,1.339576776914485e-07,2.041820772934678e-14,1.4564524813693244e-12,4.745732170048524e-10
0.0006432655250448704,0.11217504305913235,0.0,0.0,0.0,0.0,0.3254273219681307,0.6666266082885289,0.00015064453261372156,0.0002839229344090009,1.1677354184392855e-06,2.9945043020279226e-07,3.697013048020519e-15,1.3486870394812684e-06,0.0014382845584984334,0.0036913475295268015,0.001184022249635332,1.4203362873026862e-07,1.4238346769893465e-07,1.9820967712608564e-07,1.4573958640543817e-06,8.265730502485531e-15,0.0005203079215889783,6.187206968843793e-10,2.602846440350165e-09,6.948945624207095e-09,4.564016446674373e-05,6.731706387529469e-16,1.5414325422344708e-15,1.3305813916113573e-11,3.787825273775433e-12,3.575039613354256e-11,3.9218850081188217e-07,2.6008489536015244e-13,1.3786011388922315e-13,3.0186987297532965e-18,6.457393824611248e-17,6.885898474287447e-16,2.6988940633180835e-09,1.0832103740441962e-15,7.488056019120511e-15,2.7646189324330956e-14,3.29383695570401e-17,1.8641221017521994e-08,1.4715461332120927e-20,9.73462061848746e-17,1.5534669860197037e-07,2.367838327686375e-14,1.6458685424662943e-12,5.747072689200489e-10
0.0006600913166428788,0.11217174735326596,0.0,0.0,0.0,0.0,0.32521696397091227,0.6664656282012973,0.00015252381422200804,0.00029034998115311006,1.1820520551789883e-06,3.06334756472802e-07,3.7423613887440736e-15,1.3836719569835773e-06,0.0014887693468437775,0.0038773740058224864,0.0012404235953312078,1.4444706242074039e-07,1.4663842718919935e-07,2.065920140256636e-07,1.5187235622309375e-06,8.613555172218617e-15,0.000556471415113834,6.406074129199611e-10,2.6816276288862852e-09,7.44200689489556e-09,5.002154961866139e-05,7.386559900234336e-16,1.6468279923981363e-15,1.476591225808963e-11,4.2592652040790586e-12,3.999681767881392e-11,4.488933613064198e-07,2.9768946001672586e-13,1.597826722312316e-13,3.533476324333711e-18,7.559034496785939e-17,8.060642655862097e-16,3.1844647456261736e-09,1.2780782141676184e-15,9.035533774310549e-15,3.0784114518994884e-14,3.665308473079398e-17,1.9296864871295373e-08,1.6385722968845406e-20,1.1076562182514435e-16,1.7687950060778576e-07,2.6960474403236828e-14,1.8324324595568347e-12,6.79273587055905e-10
0.0006769171082408873,0.11216838744252704,0.0,0.0,0.0,0.0,0.32500196809389537,0.6663004948589777,0.0001543888694268285,0.0002967881148080171,1.1962454941126843e-06,3.1323797415200215e-07,3.787320798334109e-15,1.418949618164188e-06,0.0015395144087807953,0.004068415439514373,0.0012979593076572057,1.4685308252030566e-07,1.5094964639622504e-07,2.151163978737906e-07,1.5810606233893779e-06,8.967104520931898e-15,0.0005941377414301273,6.628081658742751e-10,2.761396157512178e-09,7.958055550537922e-09,5.470236859315213e-05,8.087853520925249e-16,1.7576545985424667e-15,1.6346047311356414e-11,4.776728997546764e-12,4.4635396898282265e-11,5.121410270938946e-07,3.3963297100937143e-13,1.8454944771763867e-13,4.120844971828834e-18,8.816014181470927e-17,9.401033954257887e-16,3.7405422485115355e-09,1.501214908059434e-15,1.0848998778034728e-14,3.420721310830055e-14,4.070111227547224e-17,1.9962506986507407e-08,1.8207779515068833e-20,1.2564562834931176e-16,2.0076390758672457e-07,3.0601003924298174e-14,2.035280135610172e-12,7.991814219705108e-10
0.0006937428998388957,0.1121649638499124,0.0,0.0,0.0,0.0,0.32478231497944093,0.6661311636416987,0.00015624007177159784,0.0003032382932932284,1.2103183672305318e-06,3.201612711456494e-07,3.831899631017654e-15,1.4545215658029932e-06,0.001590505044546203,0.004264524841007134,0.0013566201533215358,1.492520947819012e-07,1.5531784683580292e-07,2.2378259688191183e-07,1.6444034758611954e-06,9.32635829167757e-15,0.0006333314017630271,6.853237418894593e-10,2.842156214160103e-09,8.497682180412442e-09,5.969556635587472e-05,8.837787088247253e-16,1.874120287629736e-15,1.805305985392416e-11,5.3435893247577196e-12,4.969311953176706e-11,5.825114451754947e-07,3.8630002772970147e-13,2.1245276102864943e-13,4.789078578026961e-18,1.0246020411236898e-16,1.0925933624782222e-15,4.3750213271815334e-09,1.7557770597654297e-15,1.2965405131164073e-14,3.793661714682328e-14,4.51065649708372e-17,2.063818505301408e-08,2.019287963353731e-20,1.421063058712943e-16,2.2719325222336693e-07,3.462944016816278e-14,2.255463264518662e-12,9.361636074706605e-10
0.0007105686914369041,0.11216147712496609,0.0,0.0,0.0,0.0,0.32455798534739216,0.6659575898130589,0.00015807775396019466,0.00030970138476235865,1.2242729866572992e-06,3.2710574492248287e-07,3.8761052288637996e-15,1.490389051787137e-06,0.0016417267947657817,0.00446575556586906,0.0014163964937125722,1.5164446669366485e-07,1.597437021782144e-07,2.3259037190467546e-07,1.7087484405258738e-06,9.691295618086692e-15,0.0006740768110326173,7.081547689569956e-10,2.923911304961759e-09,9.061479964807914e-09,6.501434339262296e-05,9.638619234500146e-16,1.99643775074173e-15,1.9894016350641303e-11,5.9633904001645204e-12,5.519826493908653e-11,6.606217819590839e-07,4.380999121028002e-13,2.4380767815120474e-13,5.547189420320759e-18,1.1868314768695347e-16,1.2655881424793122e-15,5.096426039581538e-09,2.0451710193304707e-15,1.542567886417476e-14,4.1994832191217195e-14,4.989506972720894e-17,2.1323942982774577e-08,2.2353003129773135e-20,1.6027468264703887e-16,2.5637197327658915e-07,3.9076944283211614e-14,2.494081472130665e-12,1.0920917370377126e-09
0.0007273944830349125,0.11215792784267478,0.0,0.0,0.0,0.0,0.3243289600416127,0.6657797285403636,0.00015990221306457517,0.00031617818102660345,1.2381113852812225e-06,3.340724165522461e-07,3.919944050471517e-15,1.5265530778936277e-06,0.0016931654216818725,0.004672161271390014,0.0014772782713666074,1.5403053328309933e-07,1.6422784377405068e-07,2.41539474204415e-07,1.7740917137660428e-06,1.0061894927698097e-14,0.0007163982952326769,7.31301736501944e-10,3.0066643377625947e-09,9.650044357609438e-09,7.067215192632969e-05,1.049266779346769e-15,2.124824480340133e-15,2.1876209691737295e-11,6.639852805266672e-12,6.118044244595685e-11,7.471279506325201e-07,4.954676014847072e-13,2.7895323532607346e-13,6.404977108748545e-18,1.3703836659955803e-16,1.4613206273434475e-15,5.913939613479564e-09,2.3730644352203686e-15,1.8275024344242426e-14,4.6405822753175926e-14,5.509385981404508e-17,2.2019832736274083e-08,2.4700906440900787e-20,1.8028498093832683e-16,2.885159915312575e-07,4.397642754175574e-14,2.7522837355421247e-12,1.26898267293676e-09
0.000744220274632921,0.11215431660513107,0.0,0.0,0.0,0.0,0.3240952200701185,0.6655975349130112,0.00016171371494348824,0.00032266940907240397,1.251835351223305e-06,3.4106224277939307e-07,3.963421780169023e-15,1.5630144327307041e-06,0.0017448068936052623,0.004883795878133413,0.001539254998878965,1.564106020672161e-07,1.6877086561784437e-07,2.506296436703617e-07,1.8404293537200465e-06,1.043813386398883e-14,0.0007603200884604205,7.547650155238064e-10,3.0904177043832105e-09,1.0263972781030093e-08,7.668269182426359e-05,1.1402310187226563e-15,2.2595028174655832e-15,2.400715972432352e-11,7.376878296991617e-12,6.76706281272945e-11,8.427261621373825e-07,5.588647972108195e-13,3.1825370448070964e-13,7.373080153376936e-18,1.5775312553561432e-16,1.6822142739532078e-15,6.837434707664446e-09,2.7433979138293177e-15,2.1563248157392793e-14,5.1195103528613626e-14,6.07318734355067e-17,2.2725916154492795e-08,2.725017119920944e-20,2.0227886709845063e-16,3.2385308818412687e-07,4.936260901472922e-14,3.0312698442336833e-12,1.4690051208880895e-09
0.0007610460662309294,0.1121506440412673,0.0,0.0,0.0,0.0,0.32385674663971664,0.6654109639592998,0.0001635124980553308,0.000329175740926876,1.265446457555425e-06,3.480761264011075e-07,4.006543422184164e-15,1.5997737251905714e-06,0.001796637372079703,0.005100713535778773,0.0016023157499096086,1.5878495730399402e-07,1.7337332879102297e-07,2.5986060772626805e-07,1.9077572713813527e-06,1.0819989235893705e-14,0.0008058663296783537,7.785448788630286e-10,3.17517336095418e-09,1.0903864412232037e-08,8.305990621237624e-05,1.236998398835553e-15,2.4007000130669178e-15,2.6294613785208125e-11,8.178554745554682e-12,7.470120262070853e-11,9.481544978906698e-07,6.287809675667447e-13,3.6209988536528507e-13,8.463029237276548e-18,1.8107368800141745e-16,1.9308951347818665e-15,7.877504034061377e-09,3.160396787291353e-15,2.534509416685029e-14,5.638983546483617e-14,6.683985773845384e-17,2.344226679464361e-08,3.0015255370978904e-20,2.264057059873313e-16,3.6262328523736474e-07,5.527207355239082e-14,3.3322919048600597e-12,1.6944862633030516e-09
0.0007778718578289378,0.11214691080752244,0.0,0.0,0.0,0.0,0.3236135211856145,0.6652199706617945,0.0001652987767466546,0.00033569780200121043,1.27894608798182e-06,3.551149250092943e-07,4.0493133820346905e-15,1.6368314113959482e-06,0.0018486432014999583,0.005322968592885729,0.0016664491521245172,1.6115386363443474e-07,1.7803576500811446e-07,2.6923208023571636e-07,1.9760712221155823e-06,1.12074369696936e-14,0.0008530610592527261,8.026415132403062e-10,3.2609328797186757e-09,1.1570319890159105e-08,8.981797679268439e-05,1.3398187303114383e-15,2.5486482746346012e-15,2.874654674464384e-11,9.049160907213912e-12,8.230598818169049e-11,1.0641945037463993e-06,7.057344048446707e-13,4.109104323436704e-13,9.687302804457371e-18,2.072664930653519e-16,2.2102044061765465e-15,9.045491336208174e-09,3.628582975058777e-15,2.9680594401292085e-14,6.201892696170798e-14,7.345047845170893e-17,2.4168971750161068e-08,3.301154712818192e-20,2.528228191103394e-16,4.0507922779309386e-07,6.174333005478451e-14,3.656655843738528e-12,1.94791844878478e-09
0.0007946976494269463,0.11214311758793814,0.0,0.0,0.0,0.0,0.3233655253968387,0.6650245099715177,0.00016707274412328606,0.0003422361781543116,1.2923354592706436e-06,3.621794584107241e-07,4.091735537638526e-15,1.67418781914842e-06,0.0019008109007413322,0.005550615569906973,0.0017316433817887353,1.6351756920565464e-07,1.8275867976290868e-07,2.787437604785447e-07,2.045366797680986e-06,1.160045206375896e-14,0.0009019282153287828,8.270550317576433e-10,3.3476975007064097e-09,1.2263940991834305e-08,9.697131886858857e-05,1.4489479046648944e-15,2.7035848166223804e-15,3.137116069950063e-11,9.993171094286711e-12,9.052028571303175e-11,1.1916728032461908e-06,7.902732951914736e-13,4.651332216906591e-13,1.1059385584352682e-17,2.3661939361546717e-16,2.5232116326263727e-15,1.0353522697454348e-08,4.152786915359322e-15,3.463543976228965e-14,6.811314175434069e-14,8.059843688065875e-17,2.4906133454781857e-08,3.6255422276812417e-20,2.816957474760654e-16,4.514865678865079e-07,6.881686997671391e-14,4.005722942221683e-12,2.2319659292320844e-09
0.0008115234410249547,0.11213926509442328,0.0,0.0,0.0,0.0,0.32311274123807626,0.6648245368210849,0.00016883457451662807,0.00034879142166050056,1.3056156404754491e-06,3.6927051495600705e-07,4.133813300278658e-15,1.7118431711146413e-06,0.0019531271564686725,0.005783709135000851,0.0017978861598125693,1.6587630832587078e-07,1.875425552782702e-07,2.883953330739181e-07,2.115639424604133e-06,1.1999008579337339e-14,0.0009524916301055159,8.517854895252093e-10,3.4354681919322194e-09,1.2985330494584708e-08,0.00010453457609608556,1.5646479617390037e-15,2.865751934277658e-15,3.4176884812681374e-11,1.1015260148158114e-11,9.938091373700383e-11,1.331462729069392e-06,8.829768005260957e-13,5.252467425744425e-13,1.2593828840631583e-17,2.694429307820741e-16,2.8732282966794607e-15,1.18145381602475e-08,4.738159579029374e-15,4.0281361867136986e-14,7.470521257486196e-14,8.832059346583352e-17,2.5653871540993476e-08,3.9764304761385967e-20,3.131985199848764e-16,5.021243496483501e-07,7.653522603534298e-14,4.380911434842947e-12,2.5494716387743406e-09
0.0008283492326229631,0.1121353540668497,0.0,0.0,0.0,0.0,0.32285515096840467,0.6646200061369485,0.00017058442563632145,0.0003553640562223034,1.3187875697777009e-06,3.763888568032395e-07,4.175549668034697e-15,1.749797602420114e-06,0.002005578817870249,0.006022304082259339,0.0018651647490855409,1.6823030375235923e-07,1.9238785267609932e-07,2.9818646763691313e-07,2.18688436134357e-06,1.2403079624467009e-14,0.0010047750260486446,8.768328895034672e-10,3.5242456768601695e-09,1.3735091902070046e-08,0.00011252261496062396,1.6871871272937131e-15,3.035397055869046e-15,3.7172374586802605e-11,1.2120308129876855e-11,1.089262460141377e-10,1.4844859710343417e-06,9.844561514330202e-13,5.917615180286409e-13,1.4306312916057185e-17,3.0607165647156703e-16,3.26382192189821e-15,1.3442323634746032e-08,5.3901845444048805e-15,4.6696530657643466e-14,8.182996081385382e-14,9.665609801455679e-17,2.6412324666665446e-08,4.3556730363085125e-20,3.4751392667628923e-16,5.572853955538385e-07,8.494303108339563e-14,4.7836980949877435e-12,2.9034640088271374e-09
0.0008451750242209716,0.11213138527317675,0.0,0.0,0.0,0.0,0.32259273715726994,0.6644108728508777,0.0001723224404323256,0.0003619545811227378,1.3318520690715048e-06,3.835352242834579e-07,4.216947272067371e-15,1.7880511764218743e-06,0.0020581528926434628,0.006266455312045039,0.0019334659529994652,1.7057976861812316e-07,1.972950138329451e-07,3.0811681794634785e-07,2.2590966921645463e-06,1.2812637319236938e-14,0.0010588020120548109,9.021971889836616e-10,3.6140304627363285e-09,1.451382905528457e-08,0.00012095051897266242,1.8168398185116875e-15,3.212772790276652e-15,4.0366510722321634e-11,1.3313404709315999e-11,1.191962483421427e-10,1.6517142390851252e-06,1.0953557499935706e-12,6.652215688819831e-13,1.6213713118809515e-17,3.4686552585004266e-16,3.698830921730373e-15,1.5251543077875302e-08,6.1146901048409474e-15,5.396597475560736e-14,8.952442280893155e-14,1.0564652712429501e-16,2.7181652310682222e-08,4.7652413925615793e-20,3.848337963962953e-16,6.172766935963636e-07,9.408707712331206e-14,5.215619855290144e-12,3.297163813513735e-09
0.00086200081581898,0.11212735950946784,0.0,0.0,0.0,0.0,0.32232548269809513,0.6641970919107377,0.00017404874871041495,0.00036856347464256443,1.3448098565546382e-06,3.907103395850662e-07,4.258008416618221e-15,1.8266039007369928e-06,0.002110836544012058,0.00651621781316078,0.0020027761150073287,1.7292490805950153e-07,2.0226446333017453e-07,3.1818602260689486e-07,2.3322713305205717e-06,1.3227652814965506e-14,0.001114596079605559,9.278783121487409e-10,3.704822887629956e-09,1.5322146092124614e-08,0.0001298335826035031,1.953886731024454e-15,3.3981370116826567e-15,4.3768398198105505e-11,1.4599854201447366e-11,1.30232518807782e-10,1.8341709401559163e-06,1.2163542818203174e-12,7.462058961151286e-13,1.8334167343835008e-17,3.9221132616617566e-16,4.182379835886951e-15,1.7257770922012705e-08,6.917861427427333e-15,6.218201290612019e-14,9.782798385152718e-14,1.1533603050019764e-16,2.7962036647346473e-08,5.2072320689368954e-20,4.2535928261827624e-16,6.824197852034192e-07,1.040163744345394e-13,5.6782755034677e-12,3.733991038699509e-09
0.0008788266074169884,0.11212327759991736,0.0,0.0,0.0,0.0,0.3220533708198291,0.6639786182906818,0.00017576346854726948,0.00037519119683553375,1.3576615578280562e-06,3.9791490968172e-07,4.298735114287555e-15,1.8654557384624348e-06,0.0021636170886118015,0.00677164664659514,0.0020730811191197775,1.7526592060762436e-07,2.0729660967259553e-07,3.283937053605469e-07,2.406403020931772e-06,1.364809630485384e-14,0.0011721805989374921,9.538761513611712e-10,3.796623130388126e-09,1.616064721358117e-08,0.0001391873049600276,2.0986148823893235e-15,3.5917529179171795e-15,4.738736480097089e-11,1.5985180185719862e-11,1.4207832611580455e-10,2.0329328672359312e-06,1.348165836182475e-12,8.353299877055259e-13,2.0687145857879815e-17,4.4252415089142607e-16,4.718895049965463e-15,1.9477524731633418e-08,7.806252743908162e-15,7.144470030395969e-14,1.0678251944638007e-13,1.2577148548018528e-16,2.8753684390862347e-08,5.683874148617054e-20,4.693011563523145e-16,7.530511537972814e-07,1.1478221079909604e-13,6.173327363823914e-12,4.2175717680741546e-09
0.0008956523990149969,0.1121191403968114,0.0,0.0,0.0,0.0,0.3217763850967186,0.6637554070008816,0.00017746670754085155,0.0003818381917424504,1.3704077157379584e-06,4.0514962864211844e-07,4.339129117314412e-15,1.9046066177430185e-06,0.0022164819951167327,0.007032796930569004,0.002144366391264999,1.7760299934738976e-07,2.1239184614612063e-07,3.3873947395532714e-07,2.4814863316568143e-06,1.4073936982424105e-14,0.0012315788152292694,9.801905679920765e-10,3.8894312183131065e-09,1.70299361581278e-08,0.0001490273831837437,2.251317578102747e-15,3.79388906653527e-15,5.1232959062441e-11,1.74751294054826e-11,1.547786452832205e-10,2.249131898472682e-06,1.4915410327883287e-12,9.33247370219045e-13,2.3293524876490826e-17,4.982489531900304e-16,5.3131213610132946e-15,2.1928298061436347e-08,8.786799530889018e-15,8.186230110574956e-14,1.1643254159195828e-13,1.3700265670752692e-16,2.9556828571721963e-08,6.197537060683827e-20,5.168801016107622e-16,8.295226138184998e-07,1.264382107976793e-13,6.702503002117228e-12,4.751745079292789e-09
0.0009124781906130053,0.11211494878046342,0.0,0.0,0.0,0.0,0.32149450945661956,0.6635274130968241,0.00017915856387113092,0.00038850488914381204,1.383048798636686e-06,4.1241517959709027e-07,4.379191943892153e-15,1.9440564427189996e-06,0.002269418883431599,0.007299723826678305,0.002216616901398043,1.7993633287434229e-07,2.1755055210166267e-07,3.4922292129552287e-07,2.5575156610182494e-06,1.4505143077394023e-14,0.001292813844832359,1.0068214036915833e-09,3.983247067882096e-09,1.7930616279781355e-08,0.00015936970560256113,2.412294525246326e-15,4.004819468762461e-15,5.531494857628207e-11,1.9075676883902173e-11,1.683801992913032e-10,2.4839567052002613e-06,1.647268154486414e-12,1.0406511743189675e-12,2.617566189983133e-17,5.598621361685189e-16,5.970138935292734e-15,2.4628593489525683e-08,9.866830703599875e-15,9.355177209382704e-14,1.268253554398705e-13,1.4908236789066265e-16,3.037173042212568e-08,6.750738919329734e-20,5.683270228732995e-16,9.122017001477773e-07,1.3904039516649733e-13,7.267597031094596e-12,5.340569942549708e-09
0.0009293039822110137,0.11211070365911208,0.0,0.0,0.0,0.0,0.3212077281880321,0.6632945916882513,0.0001808391272558017,0.0003951917059098193,1.3955852079105056e-06,4.1971223618533536e-07,4.418924902175087e-15,1.983805100502343e-06,0.0023224155243433847,0.007572482526973017,0.002289817166279734,1.8226610612393184e-07,2.2277309358380983e-07,3.598436265432657e-07,2.63448524431695e-06,1.49416818948928e-14,0.001355908671566014,1.0337684782863976e-09,4.078070482062435e-09,1.8863290401455224e-08,0.00017023034463487245,2.581851896655633e-15,4.224823657349453e-15,5.964331773672462e-11,2.0793030556728623e-11,1.8293149845238056e-10,2.73865446703044e-06,1.8161742846504942e-12,1.158275714776806e-12,2.935747292497153e-17,6.278731824051292e-16,6.695380684910655e-15,2.7597955800265316e-08,1.1054080808440663e-14,1.066392591899139e-13,1.380112263650022e-13,1.6206668563123448e-16,3.119868121330858e-08,7.346155417218347e-20,6.238833647884603e-16,1.001472057900368e-06,1.5264724021088125e-13,7.87047289280953e-12,5.988332113600872e-09
0.0009461297738090222,0.11210640596882415,0.0,0.0,0.0,0.0,0.3209160259460017,0.6630568979478566,0.0001825084797858648,0.00040189904698149085,1.4080172846069761e-06,4.2704146352676434e-07,4.458329111382359e-15,2.023852466567314e-06,0.002375459839589002,0.007851128241796875,0.0023639512529239353,1.845925010252755e-07,2.280598233852959e-07,3.706011532713242e-07,2.7123891431967863e-06,1.5383519755142034e-14,0.001420886143066148,1.061031585633978e-09,4.173901140184817e-09,1.982856006939022e-08,0.00018162554942342305,2.760302233377277e-15,4.454186700304168e-15,6.422826478752228e-11,2.2633634402747194e-11,1.984828739520155e-10,3.0145325915472856e-06,1.9991264476174167e-12,1.2868981207664513e-12,3.286451394830615e-17,7.028263731934016e-16,7.494650601123221e-15,3.0857005285502746e-08,1.2356702153608385e-14,1.2126062413649138e-13,1.5004354696606985e-13,1.7601510215331584e-16,3.20380040210271e-08,7.986628715175882e-20,6.838014286798628e-16,1.0977338325430788e-06,1.6731973726806837e-13,8.513064660025489e-12,6.699551013027667e-09
0.0009629555654070306,0.11210205667330835,0.0,0.0,0.0,0.0,0.3206193877571355,0.6628142871197358,0.00018416669665378312,0.0004086273060645534,1.4203453151062805e-06,4.3440351910357146e-07,4.49740551993827e-15,2.0641984118032527e-06,0.0024285399021976304,0.008135716188233914,0.0024390027825962634,1.8691569704319512e-07,2.334110818868798e-07,3.8149505075974235e-07,2.7912212524842674e-06,1.5830622032247162e-14,0.0014877689671983687,1.0886105045437482e-09,4.2707386362237255e-09,2.0827025752703034e-08,0.00019357173822957344,2.947964588429756e-15,4.693199301122796e-15,6.908019925705328e-11,2.460417362321008e-11,2.1508652073875013e-10,3.3129604373793033e-06,2.1970327513648233e-12,1.4273399719488349e-12,3.6724064295664595e-17,7.853025459172572e-16,8.374142494258978e-15,3.442747113220988e-08,1.3783276907979685e-14,1.3756198273667578e-13,1.6297901887650837e-13,1.9099073542749673e-16,3.28900555757524e-08,8.675177120205829e-20,7.483447074368664e-16,1.2014040603127182e-06,1.831214522159345e-13,9.197378951131829e-12,7.478986583125356e-09
0.0009797813570050391,0.11209765676376726,0.0,0.0,0.0,0.0,0.32031779902385726,0.6625667145276484,0.00018581384678782468,0.0004153768660664259,1.4325695361389954e-06,4.417990532771903e-07,4.5361549215770285e-15,2.10484280678589e-06,0.0024816439370409084,0.008426301579064002,0.002514954935327803,1.8923587163309026e-07,2.3882719740495213e-07,3.925248562205572e-07,2.8709753130665025e-06,1.628295322723597e-14,0.0015565797085507604,1.1165049951131189e-09,4.368582469966173e-09,2.185928686524274e-08,0.00020608549059124035,3.1451646350898303e-15,4.9421578856410365e-15,7.420973898817772e-11,2.671157945200914e-11,2.3279653869956693e-10,3.635371038750058e-06,2.4108435311693403e-12,1.5804689387174514e-12,4.09652113431892e-17,8.759208805402615e-16,9.340459044103645e-15,3.8332224866802e-08,1.534282916272457e-14,1.557002523440313e-13,1.7687784960155882e-13,2.0706054702664582e-16,3.375522808192777e-08,9.415005563317453e-20,8.177882404242631e-16,1.3129170591086727e-06,2.0011858505399336e-13,9.925496835801015e-12,8.331646113219224e-09
0.0009966071486030477,0.11209320725869099,0.0,0.0,0.0,0.0,0.3200112455279713,0.6623141355831905,0.00018744999345374767,0.00042214809930697406,1.4446901396250684e-06,4.4922870938263393e-07,4.574577970780421e-15,2.145785524394109e-06,0.0025347603215724337,0.008722939612094584,0.0025917904549375434,1.91553200594585e-07,2.443084855222886e-07,4.0369009200704546e-07,2.9516448975989336e-06,1.674047688699886e-14,0.0016273407850058313,1.1447147888135175e-09,4.467432017160737e-09,2.2925940712841353e-08,0.00021918353921792765,3.352234480934583e-15,5.201364579474589e-15,7.962770617435835e-11,2.8963031222718148e-11,2.51668962724907e-10,3.983262828603121e-06,2.641552492319297e-12,1.747200476057536e-12,4.5618940049090323e-17,9.753407866472075e-16,1.0400631922533394e-14,4.259531381794931e-08,1.7044836871088588e-14,1.758437339256829e-13,1.918039417904264e-13,2.242955497346908e-16,3.4633950933143754e-08,1.020951567473375e-19,8.924189567183065e-16,1.4327248198056082e-06,2.183800295484323e-13,1.0699575724815205e-11,9.26279102364327e-09
0.0009999999999999998,0.11208870920364769,0.0,0.0,0.0,0.0,0.3199488275462008,0.6622625935873586,0.0001877785878144501,0.00042351614866976875,1.4471216697342393e-06,4.507310595601653e-07,4.582286330239461e-15,2.1540775862593755e-06,0.0025454714949079494,0.008783493651193826,0.0026073894781432697,1.9202015118081484e-07,2.4542168770682556e-07,4.0595788007690234e-07,2.968021921905449e-06,1.6833360421154583e-14,0.0016418477363174934,1.1504413521257756e-09,4.4874864040282425e-09,2.314524683105917e-08,0.00022189699430051458,3.3952150169017812e-15,5.2549014071527454e-15,8.075613743992978e-11,2.943513513339737e-11,2.556204611356808e-10,4.056638891988492e-06,2.6902127822560656e-12,1.7825540980564158e-12,4.661022638633617e-17,9.965163490439058e-16,1.0626439387231829e-14,4.3500585436105776e-08,1.740617438464255e-14,1.8016433192066822e-13,1.9494414004251255e-13,2.2791869972127745e-16,3.4812824371934734e-08,1.037666733720817e-19,9.081227573528908e-16,1.457929967894767e-06,2.2222187094509973e-13,1.0861431247223375e-11,9.460547618986516e-09
